Timestamp (Current Time), X, Y
21:35:17.7220, -0.02426308, 0.8173186
21:35:17.7487, -0.02439696, 0.8132669
21:35:17.7775, -0.02414465, 0.8129519
21:35:17.8121, -0.02103972, 0.8122427
21:35:17.8337, -0.01120383, 0.7984371
21:35:17.8636, 0.009729385, 0.849437
21:35:17.8938, 0.03429961, 0.8150072
21:35:17.9263, 0.05462837, 0.7893033
21:35:17.9542, 0.0103054, 0.6675124
21:35:17.9866, -0.09864247, 0.4584598
21:35:18.0154, -0.1725993, 0.313447
21:35:18.0455, -0.2112473, 0.2306042
21:35:18.0768, -0.2355013, 0.1803343
21:35:18.1055, -0.2470659, 0.1528265
21:35:18.1356, -0.2521919, 0.1478747
21:35:18.1670, -0.3020139, 0.2032277
21:35:18.1970, -0.3908862, 0.327433
21:35:18.2278, -0.4775276, 0.456844
21:35:18.2580, -0.5518973, 0.5754646
21:35:18.2879, -0.6012933, 0.6508124
21:35:18.3178, -0.6316445, 0.7015564
21:35:18.3480, -0.6458299, 0.7291949
21:35:18.3787, -0.6548878, 0.7484976
21:35:18.4100, -0.6552708, 0.7356145
21:35:18.4388, -0.7097086, 0.7328786
21:35:18.4689, -0.7505041, 0.7341822
21:35:18.4999, -0.7807738, 0.7358176
21:35:18.5297, -0.8050145, 0.7405183
21:35:18.5609, -0.8150918, 0.7464248
21:35:18.5905, -0.7490029, 0.7634537
21:35:18.6214, -0.6749346, 0.777598
21:35:18.6508, -0.5896435, 0.8018497
21:35:18.6815, -0.5190754, 0.8206639
21:35:18.7108, -0.4716454, 0.8334874
21:35:18.7415, -0.4423273, 0.8447939
21:35:18.7709, -0.4238698, 0.8438497
21:35:18.8010, -0.2643492, 0.6529272
21:35:18.8311, -0.03798282, 0.3800528
21:35:18.8608, 0.08539915, 0.1984108
21:35:18.8932, 0.1515671, 0.1280715
21:35:18.9224, 0.1758995, 0.0883241
21:35:18.9522, 0.1904759, 0.07382202
21:35:18.9832, 0.193893, 0.07208082
21:35:19.0138, 0.1953282, 0.06892991
21:35:19.0423, 0.1919324, 0.06474113
21:35:19.0726, 0.1910431, 0.06409121
21:35:19.1033, 0.1911403, 0.06112888
21:35:19.1335, 0.1902955, 0.05904949
21:35:19.1648, 0.1933038, 0.0601933
21:35:19.1936, 0.1926599, 0.05910465
21:35:19.2251, 0.1926999, 0.05833101
21:35:19.2547, 0.1913934, 0.05659616
21:35:19.2838, 0.1907717, 0.05565429
21:35:19.3139, 0.1896813, 0.05613208
21:35:19.3450, 0.188737, 0.05567577
21:35:19.3752, 0.1880051, 0.05619299
21:35:19.4049, 0.1868223, 0.05640209
21:35:19.4364, 0.1855748, 0.05726802
21:35:19.4656, 0.1660266, 0.06658003
21:35:19.4958, 0.09883213, 0.1047031
21:35:19.5266, 0.02790534, 0.1421631
21:35:19.5564, -0.03223652, 0.1793453
21:35:19.5857, -0.06991053, 0.2014978
21:35:19.6165, -0.05273592, 0.182647
21:35:19.6468, 0.02296674, 0.1269761
21:35:19.6768, 0.2443557, -0.03066623
21:35:19.7072, 0.4431541, -0.1598071
21:35:19.7387, 0.5559424, -0.2373269
21:35:19.7664, 0.6127779, -0.2718856
21:35:19.7996, 0.6386482, -0.285574
21:35:19.8285, 0.533866, -0.1849943
21:35:19.8575, 0.3938783, -0.05847037
21:35:19.8891, 0.06154585, 0.2737789
21:35:19.9193, -0.1485913, 0.4813712
21:35:19.9488, -0.240114, 0.5905445
21:35:19.9790, -0.2810388, 0.6364504
21:35:20.0096, -0.3249094, 0.6785426
21:35:20.0407, -0.3894045, 0.6902182
21:35:20.0697, -0.4196002, 0.6911112
21:35:20.1009, -0.4415593, 0.6934854
21:35:20.1308, -0.454219, 0.7046857
21:35:20.1614, -0.4635974, 0.7149819
21:35:20.1892, -0.4720125, 0.7282633
21:35:20.2231, -0.4793295, 0.7399354
21:35:20.2506, -0.4855875, 0.7433637
21:35:20.2821, -0.4895592, 0.7468593
21:35:20.3120, -0.4930226, 0.7520082
21:35:20.3429, -0.480636, 0.7389805
21:35:20.3723, -0.4271108, 0.665741
21:35:20.4013, -0.3117684, 0.5174828
21:35:20.4326, -0.2193856, 0.4011296
21:35:20.4630, -0.1666392, 0.3343699
21:35:20.4926, -0.1339663, 0.2980204
21:35:20.5234, -0.1206282, 0.2811564
21:35:20.5524, -0.1161449, 0.2750299
21:35:20.5824, -0.1094983, 0.2714061
21:35:20.6149, -0.1071793, 0.2782142
21:35:20.6442, -0.1054678, 0.2857472
21:35:20.6733, -0.08320498, 0.1452539
21:35:20.7031, -0.07200253, -0.1272404
21:35:20.7351, -0.06176472, -0.3067083
21:35:20.7649, -0.06395173, -0.3827398
21:35:20.7944, -0.03933865, -0.5116992
21:35:20.9140, 0.0005611181, -0.7238257
21:35:20.9459, -0.008073449, -0.6847025
21:35:20.9764, -0.007694244, -0.6522182
21:35:21.0053, -0.008149385, -0.6333276
21:35:21.0361, -0.010602, -0.6023602
21:35:21.0658, -0.008141756, -0.5534891
21:35:21.0979, -0.002998888, -0.4967459
21:35:21.1264, 0.006456614, -0.4392809
21:35:21.1572, 0.01292098, -0.3910066
21:35:21.1878, 0.02256525, -0.3642198
21:35:21.2166, 0.0604775, -0.4155399
21:35:21.2468, 0.08223927, -0.4421378
21:35:21.2789, 0.1038954, -0.4595333
21:35:21.3076, 0.1228378, -0.4696596
21:35:21.3397, 0.1398257, -0.4780082
21:35:21.3691, 0.1507798, -0.4798915
21:35:21.3990, 0.1575553, -0.4826889
21:35:21.4289, 0.165293, -0.4819833
21:35:21.4598, 0.1710885, -0.481215
21:35:21.4907, 0.1743486, -0.4837478
21:35:21.5207, 0.177174, -0.4865017
21:35:21.5498, 0.1794701, -0.4858192
21:35:21.5809, 0.1796358, -0.4855973
21:35:21.6112, 0.1820035, -0.4864388
21:35:21.6415, 0.1832418, -0.4875697
21:35:21.6711, 0.1852219, -0.4884998
21:35:21.7010, 0.1872561, -0.4861406
21:35:21.7313, 0.1759362, -0.4543184
21:35:21.7611, 0.1398313, -0.2643217
21:35:21.7906, 0.1034546, -0.07072616
21:35:21.8223, 0.08340633, 0.05547726
21:35:21.8511, 0.06850898, 0.1291436
21:35:21.8821, 0.05799246, 0.1635618
21:35:21.9131, 0.1231225, 0.1181152
21:35:21.9432, 0.2075615, 0.07890904
21:35:21.9724, 0.2638898, 0.05122444
21:35:22.0037, 0.3062552, 0.03442872
21:35:22.0340, 0.3369784, 0.0255284
21:35:22.0629, 0.3579249, 0.02481893
21:35:22.0941, 0.3695264, 0.02960455
21:35:22.1245, 0.3756704, 0.03491092
21:35:22.1547, 0.3601511, 0.02879837
21:35:22.1846, 0.3342124, 0.02348998
21:35:22.2162, 0.2661697, 0.008841634
21:35:22.2453, 0.1854315, 0.001521319
21:35:22.2776, 0.1172762, 0.004432708
21:35:22.3043, 0.07214999, 0.01274088
21:35:22.3354, 0.05027699, -0.02686119
21:35:22.3662, 0.03833854, -0.1837372
21:35:22.3963, 0.02860618, -0.2868979
21:35:22.4250, 0.02482808, -0.3725495
21:35:22.4561, 0.0181942, -0.3925549
21:35:22.4863, 0.01237226, -0.3955519
21:35:22.5174, 0.01108849, -0.390802
21:35:22.5456, 0.005616903, -0.3794671
21:35:22.5758, 0.001667857, -0.3668053
21:35:22.6076, -0.0007092953, -0.3544357
21:35:22.6374, -0.0008587241, -0.3410556
21:35:22.6681, -0.002848566, -0.3235031
21:35:22.6972, -0.004009485, -0.3013575
21:35:22.7281, -0.006206036, -0.2745849
21:35:22.7573, -0.007237315, -0.2388237
21:35:22.7885, -0.009885788, -0.2017876
21:35:22.8194, -0.01194775, -0.1696754
21:35:22.8490, -0.01629722, -0.1364771
21:35:22.8798, -0.01743519, -0.1101258
21:35:22.9099, -0.02308351, -0.07389963
21:35:22.9389, -0.0432089, 0.04896876
21:35:22.9704, -0.05803823, 0.151551
21:35:22.9995, -0.07249618, 0.2260869
21:35:23.0289, -0.07998705, 0.2726994
21:35:23.0616, -0.08690155, 0.309625
21:35:23.0909, -0.09194338, 0.328624
21:35:23.1203, -0.09895182, 0.3488543
21:35:23.1512, -0.1056715, 0.3652167
21:35:23.1811, -0.1098865, 0.3701267
21:35:23.2103, -0.1111783, 0.374727
21:35:23.2425, -0.1105894, 0.3775298
21:35:23.2731, -0.1144662, 0.3831301
21:35:23.3009, -0.1177371, 0.3866714
21:35:23.3318, -0.1198782, 0.3881652
21:35:23.3629, -0.1143153, 0.374573
21:35:23.3933, -0.09432244, 0.2841099
21:35:23.4234, -0.06311572, 0.1464574
21:35:23.4533, -0.03352273, 0.04096916
21:35:23.4825, -0.01384217, -0.04409087
21:35:23.6615, -0.4926729, -0.2746624
21:35:23.6944, -0.4171102, -0.1368735
21:35:23.7242, -0.4253879, -0.1256586
21:35:23.7554, -0.430868, -0.1077256
21:35:23.7865, -0.4175845, -0.09255338
21:35:23.8152, -0.282077, -0.0938462
21:35:23.8471, -0.07752979, -0.100942
21:35:23.8755, 0.07108581, -0.1065863
21:35:23.9069, 0.1505256, -0.1092659
21:35:23.9371, 0.1926445, -0.1124022
21:35:23.9662, 0.2178297, -0.1067272
21:35:23.9958, 0.2331586, -0.1019238
21:35:24.0263, 0.238858, -0.1031495
21:35:24.0577, 0.2216831, -0.05295897
21:35:24.0869, 0.1859852, 0.09250614
21:35:24.1164, 0.1511283, 0.2284635
21:35:24.1476, 0.126003, 0.3263193
21:35:24.1772, 0.02062941, 0.4423803
21:35:24.2073, -0.2207186, 0.6111206
21:35:24.2390, -0.3899403, 0.6959881
21:35:24.2702, -0.4589343, 0.7259395
21:35:24.2988, -0.5123457, 0.77537
21:35:24.3285, -0.5952637, 0.7610686
21:35:24.3593, -0.6725282, 0.7295542
21:35:24.3885, -0.7029839, 0.6908797
21:35:24.4205, -0.7348043, 0.7017356
21:35:24.4497, -0.7544242, 0.7131534
21:35:24.4799, -0.7658652, 0.724287
21:35:24.5107, -0.775631, 0.7299409
21:35:24.5405, -0.7488486, 0.7335594
21:35:24.5707, -0.6912022, 0.7392383
21:35:24.6007, -0.6129156, 0.7529361
21:35:24.6325, -0.5283552, 0.7652819
21:35:24.6619, -0.4662297, 0.7713112
21:35:24.6920, -0.4241118, 0.7602606
21:35:24.7219, -0.2815268, 0.585866
21:35:24.7525, -0.1342778, 0.2448055
21:35:24.7822, -0.05669856, 0.03658664
21:35:24.8120, -0.01481688, -0.05868721
21:35:24.8433, 0.006404877, -0.0927546
21:35:24.8730, 0.01678538, -0.1012858
21:35:24.9025, 0.02740073, -0.1046196
