Time_Group,EAR
2622.7,0.290265593
2622.8,0.33755768649999995
2622.9,0.3136076645
2623.0,0.33678814333333335
2623.1,0.33861595133333333
2623.2,0.32302710966666665
2623.3,0.300991085
2623.4,0.32144985600000003
2623.5,0.31212914166666667
2623.6,0.308872576
2623.7,0.3231994385
2623.8,0.32423768033333333
2623.9,0.335146659
2624.0,0.33317475133333335
2624.1,0.345753154
2624.2,0.3465353643333333
2624.3,0.36160058766666664
2624.4,0.34641058366666666
2624.5,0.3347974233333333
2624.6,0.32790582933333334
2624.7,0.30657230533333335
2624.8,0.33087127033333336
2624.9,0.33878528933333335
2625.0,0.3128214946666667
2625.1,0.32136743933333334
2625.2,0.315119749
2625.3,0.3326830653333333
2625.4,0.3390896806666667
2625.5,0.3403038516666667
2625.6,0.326834745
2625.7,0.3344638793333334
2625.8,0.32218987433333335
2625.9,0.30375271066666665
2626.0,0.33702765333333334
2626.1,0.3432081816666666
2626.2,0.31298051375
2626.3,0.3201982686666667
2626.4,0.3229684136666667
2626.5,0.31362560866666667
2626.6,0.32174781199999997
2626.7,0.334908937
2626.8,0.32400558500000004
2626.9,0.28981175633333334
2627.0,0.30698642433333334
2627.1,0.29334070300000004
2627.2,0.29098301200000004
2627.3,0.323969823
2627.4,0.31311650966666665
2627.5,0.32062677333333334
2627.6,0.2999221616666667
2627.7,0.31958049099999997
2627.8,0.30767504933333334
2627.9,0.33215959266666667
2628.0,0.33832244533333333
2628.1,0.30344854400000004
2628.2,0.3215985983333333
2628.3,0.31965803466666665
2628.4,0.32142347433333335
2628.5,0.329059002
2628.6,0.3276921855
2628.7,0.31702580166666666
2628.8,0.32388250166666666
2628.9,0.3128714693333334
2629.0,0.31223032433333336
2629.1,0.347387252
2629.2,0.3453126063333333
2629.3,0.349238557
2629.4,0.3300917593333333
2629.5,0.33720848
2629.6,0.319403361
2629.7,0.3379839456666667
2629.8,0.32975647999999996
2629.9,0.3300099966666667
2630.0,0.3173494245
2630.1,0.3217538893333333
2630.2,0.30356156
2630.3,0.30813872466666664
2630.4,0.28829767100000003
2630.5,0.3186937166666666
2630.6,0.321861083
2630.7,0.31238019366666664
2630.8,0.32392508833333333
2630.9,0.3164140686666667
2631.0,0.30264099866666666
2631.1,0.31811232933333333
2631.2,0.327408027
2631.3,0.32434819800000003
2631.4,0.326262854
2631.5,0.3367198713333333
2631.6,0.34371018466666664
2631.7,0.33989723425
2631.8,0.343352022
2631.9,0.335371626
2632.0,0.33499881633333334
2632.1,0.34098170199999994
2632.2,0.3314471216666666
2632.3,0.3408036066666667
2632.4,0.32988909266666666
2632.5,0.31450716166666665
2632.6,0.33974173533333335
2632.7,0.3296496235
2632.8,0.30120611366666666
2632.9,0.32410480933333335
2633.0,0.33728135266666665
2633.1,0.3266773456666667
2633.2,0.3044095313333333
2633.3,0.34691305433333336
2633.4,0.2925868235
2633.5,0.282813006
2633.6,0.211446661
2633.7,0.30925953466666667
2633.8,0.326449084
2633.9,0.370009637
2634.0,0.34012802599999997
2634.1,0.347138236
2634.2,0.3656392226666667
2634.3,0.32454955733333335
2634.4,0.34217996066666667
2634.5,0.3349842815
2634.6,0.3532222383333334
2634.7,0.31656803699999997
2634.8,0.31999256066666665
2634.9,0.3329687
2635.0,0.2856515515
2635.1,0.271731642
2635.2,0.29187836866666667
2635.3,0.253558852
2635.4,0.204374041
2635.5,0.284636479
2635.6,0.29393989600000003
2635.9,0.205310168
2636.0,0.264429658
2636.1,0.284541847
2636.7,0.194277602
2636.8,0.2496652635
2636.9,0.254017404
2637.0,0.26821158100000003
2637.1,0.26063736733333337
2637.2,0.30298248433333336
2637.3,0.276697062
2637.4,0.30087400433333333
2637.5,0.27960797
2637.6,0.27630767325
2637.7,0.2793557933333333
2637.8,0.29835574866666664
2637.9,0.282424614
2638.0,0.30594603233333334
2638.1,0.30875212966666665
2638.2,0.3130271863333333
2638.3,0.287828915
2638.4,0.302924149
2638.5,0.31581154666666666
2638.6,0.32673655133333335
2638.7,0.3244073516666666
2638.8,0.321403542
2638.9,0.3266695726666667
2639.0,0.31358774
2639.1,0.31978554033333334
2639.2,0.315382327
2639.3,0.33050371566666664
2639.4,0.3408880235
2639.5,0.32313771566666666
2639.6,0.3133523423333333
2639.7,0.3142382553333333
2639.8,0.3126765085
2639.9,0.32167521633333335
2640.0,0.31376391066666665
2640.1,0.3298644276666667
2640.2,0.31163519
2640.3,0.33050371566666664
2640.4,0.3360808423333334
2640.5,0.30663595699999996
2640.6,0.312525648
2640.7,0.312077269
2640.8,0.321317403
2640.9,0.33578083599999997
2641.0,0.32631070766666664
2641.1,0.32466924199999997
2641.2,0.3271012823333333
2641.3,0.33132392066666666
2641.4,0.3411041513333333
2641.5,0.31873523866666664
2641.6,0.31473014266666666
2641.7,0.31671128333333337
2641.8,0.31407308566666664
2641.9,0.33325285266666665
2642.0,0.314173945
2642.1,0.33452355933333333
2642.2,0.31063078299999997
2642.3,0.32369486233333333
2642.4,0.31863375433333335
2642.5,0.32677109466666665
2642.6,0.322933106
2642.7,0.3223609973333333
2642.8,0.31670828966666664
2642.9,0.314457883
2643.0,0.330405359
2643.1,0.3224136296666667
2643.2,0.320693574
2643.3,0.33349149133333333
2643.4,0.32051523833333334
2643.5,0.330934939
2643.6,0.3309725805
2643.7,0.32132261999999995
2643.8,0.3339406443333333
2643.9,0.32528493233333333
2644.0,0.34007074550000005
2644.1,0.32162506799999996
2644.2,0.32723713633333334
2644.3,0.32346193333333334
2644.4,0.3136555435
