Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds),Timestamp (Current Time),X,Y
39,0.1287,-0.340134,0.366,0.001909,0.2782,-1,1,1.3,2025-01-15 15:40:41.094100,0.6525895247066766,0.9895155750130848
46,0.1258,-0.327684,0.3614,0.006889,0.317,-1,1,1.5,2025-01-15 15:40:41.278100,-0.2849942108553598,0.4334196620196873
48,0.126,-0.33283,0.3501,0.00498,0.4046,-1,1,1.6,2025-01-15 15:40:41.397700,-0.2781212680720595,0.3654243431190894
102,-0.0626,-0.084328,-0.0323,-0.049302,0.3135,-1,1,3.4,2025-01-15 15:40:43.179200,-0.4980262639893872,-0.0660723401673683
104,-0.0635,-0.082004,-0.0315,-0.055112,0.2597,-1,1,3.5,2025-01-15 15:40:43.302000,-0.5040495780402106,-0.0704854327002221
122,-0.064,-0.087731,-0.0295,-0.051128,0.2599,-1,1,4.1,2025-01-15 15:40:43.905400,-0.5442029660622179,-0.0537822574591584
125,-0.0655,-0.084909,-0.0324,-0.054531,0.3189,-1,1,4.2,2025-01-15 15:40:43.996200,-0.491733960963818,-0.0731694275487318
128,-0.0658,-0.084909,-0.035,-0.05312,0.432,-1,1,4.3,2025-01-15 15:40:44.086700,-0.4920424748491387,-0.0952987369837421
131,-0.0676,-0.086154,-0.0373,-0.053369,0.3917,-1,1,4.4,2025-01-15 15:40:44.176100,-0.3011529981056274,0.0472799826725659
136,-0.0693,-0.083332,-0.0391,-0.055776,0.2754,-1,1,4.5,2025-01-15 15:40:44.297900,-0.4595296284689774,-0.0688412147638039
137,-0.0705,-0.084245,-0.0396,-0.055029,0.4601,-1,1,4.6,2025-01-15 15:40:44.388600,-0.4715869220226841,-0.0399163841003032
140,-0.0725,-0.082419,-0.0397,-0.054365,0.2533,-1,1,4.7,2025-01-15 15:40:44.479400,-0.3113102727438411,0.023323889059178
143,-0.0716,-0.080178,-0.0379,-0.056855,0.2999,-1,1,4.8,2025-01-15 15:40:44.599100,-0.4386264403457738,0.0339992934789263
181,-0.1247,-0.148653,-0.0557,-0.079182,0.2724,-1,1,6.0,2025-01-15 15:40:45.775900,-0.3146236209021529,-0.0677367497618833
182,0.131,-0.326439,0.3409,0.000913,0.3082,-1,1,6.1,2025-01-15 15:40:45.899800,-0.5566448432696134,-0.6517509205666714
187,-0.0754,-0.042662,-0.0386,-0.004316,0.4416,-1,1,6.2,2025-01-15 15:40:45.988000,-0.4629766084678042,-0.3105054486161096
188,-0.0761,-0.041749,-0.0376,0.001411,0.5563,-1,1,6.3,2025-01-15 15:40:46.081000,-0.3828952185209966,-0.2399859892327983
191,-0.0772,-0.037433,-0.022,0.005478,0.4229,-1,1,6.4,2025-01-15 15:40:46.199500,-0.4261621343200758,-0.2193410471076058
194,-0.0778,-0.033864,-0.0504,-0.000249,0.2518,-1,1,6.5,2025-01-15 15:40:46.290300,-0.4877927627379219,-0.1447923236550791
220,-0.1714,-0.215053,0.2735,0.375575,0.3687,-1,1,7.3,2025-01-15 15:40:47.076300,-0.6429779134172328,-0.2250572494268981
221,-0.1734,-0.197042,0.2688,0.265932,0.6047,-1,1,7.4,2025-01-15 15:40:47.196600,-0.6385528487265606,-0.2246393008002721
224,-0.1533,-0.181853,0.2711,0.263027,0.8969,-1,1,7.5,2025-01-15 15:40:47.288500,-0.5233894932122239,-0.2895050959164521
227,-0.1482,-0.177952,0.1377,0.254561,0.5736,-1,1,7.6,2025-01-15 15:40:47.381400,-0.3892963718955299,-0.2471800152690066
230,-0.1495,-0.17015,0.2654,0.257798,0.835,-1,1,7.7,2025-01-15 15:40:47.502600,-0.3249954593406303,-0.2427844969570891
233,-0.1535,-0.155293,0.2661,0.258545,0.6481,-1,1,7.8,2025-01-15 15:40:47.592000,-0.3468597929082899,-0.3064493558159968
236,-0.1472,-0.146412,0.2696,0.283777,0.6235,-1,1,7.9,2025-01-15 15:40:47.680500,-0.234659064708866,-0.3836698282503171
239,-0.1519,-0.397819,0.2686,0.321625,0.7491,-1,1,8.0,2025-01-15 15:40:47.803400,-0.2606010672353234,-0.310779812118491
242,-0.1471,-0.404127,0.2679,0.342209,0.783,-1,1,8.1,2025-01-15 15:40:47.891600,-0.2402912860433462,-0.3676541041835339
245,-0.1456,-0.411348,0.2662,0.330589,0.8777,-1,1,8.2,2025-01-15 15:40:47.984700,-0.2420259277139575,-0.3997311705076155
248,-0.1509,-0.411929,0.2624,0.326356,0.8755,-1,1,8.3,2025-01-15 15:40:48.102900,-0.2979288946858757,-0.4114505584348923
251,-0.1732,-0.414502,0.258,0.317475,0.8954,-1,1,8.4,2025-01-15 15:40:48.194200,-0.3465211648053883,-0.4057210819699992
254,-0.1788,-0.403214,0.2576,0.317724,0.7895,-1,1,8.5,2025-01-15 15:40:48.284100,-0.3570064020944438,-0.4101489443268311
257,-0.1913,-0.40753,0.2514,0.311499,0.8841,-1,1,8.6,2025-01-15 15:40:48.405200,-0.4081188557977553,-0.4568649627711629
260,-0.1837,-0.397155,0.2517,0.309175,0.7977,-1,1,8.7,2025-01-15 15:40:48.496500,-0.4280342348463531,-0.4264856783653956
263,-0.1796,-0.398234,0.2502,0.304278,0.7845,-1,1,8.8,2025-01-15 15:40:48.587500,-0.449910802314905,-0.4218492623547941
266,-0.1835,-0.40919,0.253,0.30627,0.8521,-1,1,8.9,2025-01-15 15:40:48.677400,-0.4625474808672769,-0.3979530893564068
269,-0.1785,-0.351256,0.2496,0.298468,0.831,-1,1,9.0,2025-01-15 15:40:48.798700,-0.2137900060322541,-0.3641735671190813
272,-0.1827,-0.254395,0.2505,0.294899,0.8943,-1,1,9.1,2025-01-15 15:40:48.889600,-0.0452220186375636,-0.4477462791027463
275,-0.1909,-0.258047,0.2488,0.292077,0.8773,-1,1,9.2,2025-01-15 15:40:48.979700,-0.2027417269813664,-0.4373142963389439
278,-0.1856,-0.237546,0.2517,0.299796,0.6569,-1,1,9.3,2025-01-15 15:40:49.100200,-0.4533662519374263,-0.3535462113672118
281,-0.1937,-0.240285,0.2532,0.310918,0.801,-1,1,9.4,2025-01-15 15:40:49.190800,-0.5116982756159847,-0.2686134603388628
284,-0.182,-0.226175,0.2585,0.323368,0.8434,-1,1,9.5,2025-01-15 15:40:49.282800,-0.5106982326404867,-0.276786688312872
287,-0.1905,-0.359307,0.267,0.325526,0.821,-1,1,9.6,2025-01-15 15:40:49.402400,-0.4991765643630231,-0.2464503111805605
290,-0.1827,-0.330921,0.2574,0.321957,0.8164,-1,1,9.7,2025-01-15 15:40:49.495600,-0.4490207076025537,-0.2552855637964318
