frame	x1	y1	x2	y2	confidence	cluster
384	-0.1378	-0.0361	0.1494	0.4959	0.6841	-1
385	-0.1257	-0.0237	0.1593	0.4971	0.8676	-1
385	-0.2104	-0.3031	-0.005	-0.1865	0.7072	-1
386	-0.1209	-0.012	0.1458	0.4945	0.9046	-1
386	-0.193	-0.295	0.0062	-0.1755	0.7241	-1
386	0.0848	0.2361	0.3914	0.4961	0.6026	-1
386	-0.2088	-0.1231	-0.1636	-0.049	0.2519	-1
387	-0.1091	-0.004	0.1519	0.4874	0.8592	-1
387	-0.1716	-0.2923	0.0166	-0.1737	0.7367	-1
387	-0.1914	-0.1175	-0.1465	-0.0453	0.277	-1
388	-0.1021	-0.0047	0.157	0.4659	0.8056	-1
388	-0.1552	-0.2972	0.0249	-0.1769	0.6745	-1
388	-0.0554	-0.2458	0.0261	-0.1703	0.3236	-1
389	-0.1015	-0.0047	0.1569	0.466	0.787	-1
389	-0.1552	-0.2971	0.0249	-0.1771	0.6675	-1
389	-0.0553	-0.2459	0.0261	-0.1703	0.355	-1
390	-0.1383	-0.3123	0.0316	-0.1827	0.8025	-1
390	-0.0945	0.0033	0.1627	0.4436	0.469	-1
390	0.0368	0.2055	0.3916	0.4972	0.3423	-1
390	-0.0462	-0.2622	0.0329	-0.1775	0.2614	-1
391	-0.1275	-0.3296	0.043	-0.1888	0.7978	-1
391	-0.083	-0.0112	0.1685	0.3693	0.5569	-1
391	0.0416	0.2086	0.3916	0.4974	0.2744	-1
392	-0.1138	-0.332	0.0508	-0.1946	0.7622	-1
392	0.0432	0.2107	0.3907	0.4978	0.4433	-1
392	-0.2656	0.2189	-0.0834	0.4987	0.3469	-1
393	-0.1055	-0.3395	0.0569	-0.2013	0.7665	-1
394	-0.1055	-0.3397	0.0569	-0.2014	0.7681	-1
396	-0.3209	0.1869	-0.0845	0.5	0.7397	-1
396	-0.0867	-0.3754	0.1658	0.3231	0.3334	-1
397	-0.3209	0.187	-0.0845	0.5	0.7223	-1
397	-0.0872	-0.3754	0.1658	0.3216	0.3133	-1
398	-0.3132	0.1866	-0.0715	0.4999	0.6229	-1
398	-0.401	0.0559	-0.3205	0.1744	0.5418	-1
399	0.1036	0.2416	0.3926	0.4979	0.6819	-1
399	-0.3925	0.04	-0.3124	0.1544	0.5824	-1
399	-0.3948	-0.4022	0.1491	0.4991	0.4134	-1
400	-0.4248	-0.4165	0.1441	0.5	0.8576	-1
400	0.1293	0.2517	0.394	0.4993	0.5972	-1
400	-0.388	0.0201	-0.3116	0.1375	0.3411	-1
401	-0.4338	-0.4302	0.1414	0.5	0.8566	-1
402	-0.4327	-0.4269	0.1405	0.5	0.9202	-1
403	-0.4335	-0.4252	0.1403	0.5	0.9155	-1
404	-0.4334	-0.4252	0.1403	0.5	0.915	-1
405	-0.4357	-0.4244	0.1368	0.5	0.9238	-1
406	-0.4377	-0.4262	0.1345	0.5	0.9287	-1
407	-0.4374	-0.4265	0.1352	0.4999	0.8999	-1
407	0.1307	0.2538	0.3944	0.4995	0.5574	-1
408	-0.4269	-0.4052	0.1387	0.5	0.8855	-1
408	0.1144	0.247	0.3919	0.4983	0.6103	-1
409	-0.4269	-0.405	0.1387	0.5	0.8865	-1
409	0.1144	0.247	0.3917	0.4983	0.6097	-1
466	-0.4964	-0.5	0.4888	0.4962	0.7673	0
467	-0.4952	-0.5	0.4886	0.4963	0.7964	0
468	-0.4965	-0.5	0.4944	0.4954	0.8055	0
469	-0.4965	-0.5	0.4944	0.4954	0.8055	0
470	-0.4956	-0.5	0.4877	0.4957	0.8165	0
471	-0.4963	-0.5	0.4879	0.4958	0.8065	0
472	-0.4972	-0.5	0.4879	0.4954	0.8077	0
473	-0.4981	-0.5	0.4888	0.4949	0.8069	0
474	-0.4981	-0.5	0.4888	0.4949	0.807	0
475	-0.4998	-0.5	0.4875	0.495	0.8243	0
476	-0.4997	-0.5	0.4883	0.4953	0.8101	0
477	-0.4997	-0.5	0.4884	0.4953	0.8093	0
478	-0.4994	-0.5	0.4874	0.4955	0.8059	0
479	-0.4996	-0.5	0.4879	0.4951	0.8007	0
480	-0.4993	-0.5	0.4887	0.4951	0.8034	0
481	-0.4988	-0.5	0.4897	0.4954	0.8118	0
482	-0.4977	-0.5	0.4905	0.4956	0.8009	0
483	-0.4974	-0.5	0.49	0.4953	0.805	0
484	-0.4975	-0.5	0.49	0.4954	0.8044	0
485	-0.4971	-0.5	0.4896	0.4956	0.8038	0
486	-0.4966	-0.5	0.4885	0.496	0.8058	0
487	-0.4963	-0.5	0.4885	0.4957	0.7921	0
488	-0.4956	-0.5	0.4893	0.4957	0.7875	0
489	-0.4956	-0.5	0.4892	0.4957	0.7875	0
490	-0.4957	-0.5	0.4902	0.4958	0.7846	0
491	-0.4956	-0.5	0.4895	0.4955	0.7814	0
492	-0.4956	-0.5	0.4895	0.4955	0.7807	0
493	-0.4952	-0.5	0.4902	0.4954	0.7873	0
494	-0.4948	-0.5	0.4897	0.4955	0.759	0
495	-0.4951	-0.5	0.4881	0.4953	0.7529	0
496	-0.496	-0.5	0.4895	0.4951	0.731	0
497	-0.496	-0.5	0.4896	0.4956	0.7541	0
498	-0.4967	-0.5	0.4894	0.4955	0.7761	0
499	-0.4967	-0.5	0.4893	0.4955	0.7763	0
500	-0.496	-0.5	0.4881	0.4952	0.7917	0
501	-0.1641	0.0515	0.4748	0.3487	0.6585	-1
502	-0.0626	0.0731	0.4715	0.366	0.6542	-1
503	-0.0457	0.0753	0.4731	0.3654	0.7865	-1
504	-0.0402	0.0773	0.464	0.3606	0.8012	-1
505	-0.0396	0.0766	0.4823	0.3708	0.8596	-1
506	-0.045	0.0756	0.4808	0.3689	0.8572	-1
507	-0.0467	0.0722	0.4821	0.3675	0.8587	-1
508	-0.0468	0.072	0.4817	0.3679	0.8597	-1
509	-0.0457	0.0714	0.4905	0.3545	0.8225	-1
510	-0.0456	0.069	0.4916	0.3564	0.8375	-1
511	-0.042	0.0722	0.4881	0.3734	0.8687	-1
512	-0.0464	0.0785	0.4944	0.3678	0.8076	-1
512	-0.0463	0.0809	0.1859	0.2829	0.4019	-1
513	-0.04	0.0748	0.4992	0.3476	0.5562	-1
513	-0.0397	0.0814	0.1842	0.2693	0.4396	-1
514	-0.0386	0.0746	0.4992	0.3476	0.5652	-1
514	-0.037	0.0813	0.1841	0.2684	0.4373	-1
515	-0.0359	0.0739	0.4979	0.3651	0.7544	-1
515	-0.0324	0.0795	0.1834	0.2621	0.4267	-1
516	-0.0426	0.0833	0.4949	0.3727	0.8744	-1
517	-0.0217	0.1233	0.494	0.3759	0.8167	-1
518	-0.0222	0.1232	0.4931	0.3746	0.8011	-1
519	-0.0226	0.1214	0.4924	0.3748	0.7608	-1
520	-0.0214	0.1093	0.4906	0.3739	0.8166	-1
521	-0.0101	0.0878	0.482	0.3732	0.6654	-1
522	0.0142	0.1374	0.4695	0.3771	0.5557	-1
523	0.0024	0.1555	0.4693	0.3772	0.5686	-1
524	-0.0025	0.155	0.4692	0.3773	0.5518	-1
525	0.0384	0.1528	0.4689	0.3763	0.6164	-1
526	0.057	0.1581	0.4691	0.3754	0.5355	-1
527	0.1029	0.1785	0.4709	0.3744	0.7559	-1
528	0.1209	0.1805	0.4685	0.3746	0.8264	-1
529	0.1203	0.1822	0.4667	0.3758	0.8361	-1
530	0.1429	0.1835	0.4675	0.3743	0.85	-1
531	0.1463	0.1845	0.469	0.3727	0.8595	-1
532	0.1476	0.1837	0.4773	0.3693	0.8595	-1
533	0.1469	0.1833	0.4724	0.3617	0.8212	-1
534	0.1471	0.1831	0.4722	0.3631	0.8212	-1
535	0.1402	0.1825	0.4738	0.3434	0.5172	-1
536	0.1343	0.1811	0.4756	0.3485	0.4022	-1
538	0.1267	0.1808	0.4804	0.3378	0.5239	-1
539	0.1268	0.1808	0.4808	0.3385	0.5262	-1
540	0.1427	0.1833	0.4754	0.3442	0.6171	-1
541	0.1417	0.1834	0.4792	0.339	0.3941	-1
591	-0.4991	-0.5	0.0789	0.4955	0.9066	0
592	-0.499	-0.5	0.0814	0.4957	0.9147	0
593	-0.4987	-0.5	0.0816	0.4958	0.9131	0
594	-0.4987	-0.5	0.0818	0.4958	0.9129	0
595	-0.4983	-0.5	0.0836	0.4952	0.9171	0
596	-0.4983	-0.5	0.0849	0.4954	0.9124	0
597	-0.4984	-0.5	0.0926	0.4951	0.9085	0
598	-0.4986	-0.5	0.0919	0.4952	0.9039	0
599	-0.4986	-0.5	0.0917	0.4952	0.9046	0
600	-0.4982	-0.5	0.0907	0.4951	0.9091	0
601	-0.4979	-0.5	0.0915	0.495	0.913	0
602	-0.4981	-0.5	0.1009	0.495	0.9116	0
603	-0.4982	-0.5	0.1057	0.495	0.9144	0
604	-0.4982	-0.5	0.1055	0.495	0.9145	0
605	-0.4983	-0.5	0.1062	0.4955	0.9148	0
606	-0.4982	-0.5	0.1061	0.4957	0.9151	0
607	-0.4982	-0.5	0.1091	0.4955	0.9135	0
608	-0.4982	-0.5	0.1128	0.4955	0.9111	0
609	-0.4982	-0.5	0.1128	0.4955	0.9117	0
610	-0.4983	-0.5	0.1513	0.4973	0.8685	0
611	-0.499	-0.5	0.1517	0.4978	0.8574	0
612	-0.4987	-0.5	0.153	0.4976	0.8598	0
613	-0.4984	-0.5	0.1518	0.4978	0.8645	0
614	-0.4984	-0.5	0.1517	0.4978	0.8631	0
615	-0.4985	-0.5	0.1515	0.4977	0.8651	0
616	-0.4985	-0.5	0.1512	0.4978	0.8607	0
617	-0.4987	-0.5	0.1516	0.4975	0.8581	0
618	-0.4988	-0.5	0.1507	0.4974	0.8612	0
619	-0.4988	-0.5	0.1505	0.4974	0.8609	0
620	-0.4983	-0.5	0.1509	0.4974	0.862	0
621	-0.4985	-0.5	0.1498	0.4974	0.8581	0
622	-0.4985	-0.5	0.1508	0.4974	0.8593	0
623	-0.4985	-0.5	0.1516	0.4973	0.8644	0
624	-0.4985	-0.5	0.1517	0.4973	0.8648	0
625	-0.4986	-0.5	0.1528	0.4973	0.8657	0
626	-0.4982	-0.5	0.1538	0.4974	0.8676	0
626	0.1792	0.3792	0.2478	0.4985	0.2805	-1
627	-0.4983	-0.5	0.1552	0.4974	0.8624	0
627	0.179	0.3798	0.2483	0.4971	0.2776	-1
628	-0.4983	-0.5	0.1552	0.4974	0.862	0
628	0.179	0.3798	0.2478	0.4981	0.2861	-1
629	-0.4983	-0.5	0.1548	0.4973	0.8594	0
629	0.1793	0.3793	0.2495	0.4971	0.4281	-1
630	-0.4987	-0.5	0.1561	0.4971	0.8624	0
630	0.1793	0.379	0.248	0.4982	0.3244	-1
631	-0.499	-0.5	0.1586	0.4969	0.8635	0
631	0.179	0.3749	0.2495	0.4985	0.2575	-1
632	-0.4994	-0.5	0.1591	0.4969	0.8668	0
633	-0.4993	-0.5	0.1607	0.497	0.8682	0
634	-0.4993	-0.5	0.1605	0.497	0.8686	0
635	-0.4992	-0.5	0.161	0.4972	0.8659	0
636	-0.4992	-0.5	0.1611	0.4972	0.8657	0
637	-0.4991	-0.5	0.176	0.4974	0.8271	0
638	-0.4992	-0.5	0.1932	0.4975	0.8122	0
639	-0.4991	-0.5	0.2122	0.4976	0.7955	0
640	-0.499	-0.5	0.2323	0.4977	0.795	0
641	-0.5	-0.5	0.2971	0.4988	0.7937	0
642	-0.5	-0.5	0.2996	0.4992	0.7906	0
643	-0.4989	-0.5	0.2828	0.4992	0.7952	0
644	-0.4989	-0.5	0.2824	0.4991	0.7963	0
645	-0.4987	-0.5	0.2841	0.4992	0.7865	0
646	-0.4991	-0.4847	0.287	0.499	0.7836	-1
647	-0.5	-0.5	0.2906	0.4997	0.8047	0
648	-0.4998	-0.5	0.2955	0.5	0.8267	0
649	-0.4998	-0.5	0.2956	0.5	0.8229	0
650	-0.496	-0.5	0.2946	0.4975	0.7873	0
651	-0.4963	-0.5	0.3014	0.4977	0.7818	0
652	-0.4963	-0.5	0.3015	0.4977	0.7825	0
653	-0.4952	-0.5	0.3014	0.4975	0.7805	0
654	-0.4951	-0.5	0.3075	0.4976	0.7855	0
655	-0.4884	-0.4945	0.31	0.4969	0.7645	-1
656	-0.4976	-0.5	0.3191	0.4975	0.802	0
657	-0.4978	-0.5	0.3216	0.4983	0.8352	0
658	-0.496	-0.4809	0.3261	0.4955	0.775	-1
658	-0.1248	-0.1212	-0.085	-0.0651	0.3651	-1
659	-0.496	-0.4802	0.3257	0.4955	0.7772	-1
659	-0.1248	-0.1212	-0.085	-0.0651	0.353	-1
660	-0.4903	-0.4957	0.3361	0.4966	0.7022	-1
661	-0.4884	-0.4508	0.3439	0.4968	0.6081	-1
661	-0.1246	-0.1136	-0.0895	-0.0646	0.3247	-1
662	-0.4886	-0.2269	0.3252	0.4955	0.6577	-1
662	-0.1249	-0.1105	-0.0899	-0.0634	0.5205	-1
663	-0.4897	-0.2195	0.3177	0.4962	0.6566	-1
663	-0.1252	-0.109	-0.0889	-0.0617	0.6313	-1
663	0.0819	-0.2023	0.1229	-0.1725	0.3263	-1
664	-0.4897	-0.2198	0.3178	0.4962	0.6558	-1
664	-0.1252	-0.109	-0.0889	-0.0617	0.6276	-1
664	0.082	-0.2021	0.1225	-0.1725	0.3212	-1
665	-0.4918	-0.2216	0.3199	0.4964	0.7159	-1
665	0.0822	-0.2046	0.1247	-0.1692	0.7109	-1
665	-0.1254	-0.1069	-0.0889	-0.058	0.6395	-1
666	0.0817	-0.2048	0.1255	-0.1647	0.7283	-1
666	-0.4873	-0.2034	0.3195	0.4959	0.6747	-1
667	0.0813	-0.2074	0.1275	-0.1604	0.7349	-1
667	-0.4918	-0.2101	0.3145	0.496	0.6245	-1
668	0.0794	-0.2075	0.1255	-0.1548	0.7749	-1
668	-0.4949	-0.1996	0.3143	0.4962	0.5947	-1
669	0.0793	-0.2076	0.1256	-0.1548	0.7758	-1
669	-0.4948	-0.1997	0.3143	0.4962	0.5871	-1
670	0.0782	-0.2038	0.1249	-0.1488	0.7712	-1
670	-0.4739	-0.1982	0.3344	0.4981	0.4117	-1
670	-0.1298	-0.0835	-0.0933	-0.0335	0.3654	-1
670	-0.0052	-0.4098	0.007	-0.3742	0.3054	-1
670	0.0293	-0.1105	0.1031	0.0028	0.2979	-1
671	-0.1304	-0.0785	-0.0936	-0.0273	0.646	-1
671	0.0787	-0.2014	0.1271	-0.1442	0.477	-1
671	0.0303	-0.1043	0.1022	0.0074	0.4042	-1
671	-0.4734	-0.2021	0.3364	0.4989	0.3651	-1
672	0.077	-0.1978	0.1336	-0.1411	0.5611	-1
672	-0.2574	-0.1919	0.3666	0.4994	0.3968	-1
672	-0.1309	-0.076	-0.0947	-0.0194	0.3765	-1
672	0.031	-0.0992	0.1017	0.0089	0.3096	-1
673	0.0341	-0.0962	0.1008	0.0142	0.5973	-1
673	-0.2255	-0.1969	0.3585	0.4988	0.5211	-1
673	0.075	-0.1984	0.1403	-0.1346	0.4656	-1
673	0.0197	-0.3306	0.0346	-0.3058	0.3443	-1
674	0.0338	-0.0962	0.1008	0.0143	0.5571	-1
674	-0.2253	-0.1967	0.3586	0.4988	0.5284	-1
674	0.0751	-0.1984	0.1403	-0.1346	0.4795	-1
674	0.0199	-0.3307	0.0346	-0.3062	0.3254	-1
675	0.0319	-0.0926	0.0998	0.0195	0.602	-1
675	-0.0486	0.3977	-0.0022	0.5	0.5283	-1
675	-0.3547	-0.1892	0.3533	0.4982	0.4275	-1
675	0.0741	-0.1875	0.1263	-0.1308	0.3036	-1
675	-0.0111	0.0244	0.028	0.0884	0.2651	-1
676	0.0722	-0.1754	0.1179	-0.124	0.536	-1
676	-0.0028	-0.4507	0.0133	-0.4013	0.3149	-1
676	-0.1733	-0.1803	0.3514	0.4982	0.2649	-1
676	-0.048	0.4068	-0.0038	0.4997	0.2532	-1
677	0.07	-0.1711	0.1157	-0.1166	0.8262	-1
677	-0.069	-0.1661	0.3589	0.4984	0.5087	-1
677	-0.0458	0.4128	-0.0052	0.4999	0.4968	-1
678	0.0695	-0.1631	0.1108	-0.1134	0.8084	-1
678	-0.0453	0.4177	-0.0069	0.4976	0.7385	-1
678	-0.025	-0.0699	0.0944	0.1101	0.7248	-1
678	-0.1364	-0.045	-0.1025	0.0007	0.4482	-1
678	-0.0385	0.1791	-0.023	0.2082	0.3147	-1
678	-0.1911	0.3471	-0.1801	0.3782	0.3062	-1
678	0.1426	-0.039	0.157	-0.0031	0.2545	-1
679	0.0694	-0.1632	0.1108	-0.1134	0.8085	-1
679	-0.0454	0.4178	-0.0069	0.4976	0.7389	-1
679	-0.0249	-0.0699	0.0944	0.1099	0.7366	-1
679	-0.1364	-0.0451	-0.102	-0.0012	0.4505	-1
679	-0.0385	0.1791	-0.023	0.2082	0.3225	-1
679	-0.1911	0.3471	-0.1801	0.3782	0.3119	-1
679	0.1426	-0.0389	0.157	-0.0031	0.2546	-1
680	0.0744	-0.1534	0.1099	-0.108	0.7654	-1
680	-0.0454	0.4202	-0.0084	0.498	0.747	-1
680	0.0278	-0.0665	0.0925	0.0422	0.3777	-1
680	-0.0401	0.1843	-0.0242	0.213	0.3139	-1
680	-0.1656	-0.1457	0.3648	0.4981	0.3104	-1
681	-0.0435	0.4227	-0.0097	0.4976	0.7307	-1
681	-0.1667	-0.1251	0.367	0.498	0.6014	-1
681	0.0082	-0.5	0.0641	-0.409	0.3645	-1
681	-0.1651	-0.076	0.0906	0.311	0.2582	-1
682	-0.0402	0.425	-0.0103	0.4976	0.8035	-1
682	-0.1648	-0.0967	0.3671	0.498	0.5528	-1
682	-0.167	0.013	-0.0572	0.3268	0.3813	-1
682	-0.1426	-0.0309	-0.1073	0.0154	0.3367	-1
682	-0.1951	0.3616	-0.185	0.3933	0.2905	-1
682	-0.0431	0.19	-0.0258	0.2204	0.2788	-1
683	-0.1698	0.0146	-0.0612	0.3259	0.8598	-1
683	-0.0418	0.4264	-0.0117	0.4987	0.8225	-1
683	-0.1964	0.3631	-0.1862	0.3949	0.5026	-1
683	-0.195	0.4217	-0.1778	0.4635	0.4298	-1
683	-0.0442	0.1966	-0.029	0.2217	0.317	-1
684	-0.1698	0.0155	-0.0612	0.3258	0.8606	-1
684	-0.0417	0.4264	-0.0117	0.4987	0.8232	-1
684	-0.1964	0.3631	-0.1862	0.3949	0.5039	-1
684	-0.195	0.4217	-0.1778	0.4635	0.4299	-1
684	-0.0442	0.1966	-0.029	0.2217	0.3169	-1
685	-0.0415	0.4255	-0.013	0.4986	0.8147	-1
685	-0.1703	-0.0133	-0.0613	0.323	0.7416	-1
685	-0.1978	0.3654	-0.1877	0.3958	0.4966	-1
685	-0.1958	0.4238	-0.1789	0.4658	0.3683	-1
685	-0.0453	0.2038	-0.0282	0.2255	0.2647	-1
686	-0.0424	0.4281	-0.0152	0.4987	0.7771	-1
686	-0.1726	0.014	-0.062	0.3168	0.6968	-1
686	-0.1998	0.3665	-0.189	0.3979	0.3253	-1
686	-0.1476	-0.0277	-0.1134	0.0208	0.2815	-1
686	0.0017	-0.5	0.0669	-0.4043	0.2612	-1
687	-0.0451	0.4286	-0.0179	0.4987	0.7443	-1
687	-0.1763	0.0377	-0.0598	0.3214	0.5115	-1
687	-0.0018	-0.5	0.0618	-0.4033	0.3947	-1
687	-0.1501	-0.0241	-0.1187	0.0209	0.3384	-1
687	-0.2024	0.367	-0.1908	0.3992	0.3243	-1
687	0.0587	-0.1628	0.1062	-0.096	0.296	-1
688	0.0548	-0.1653	0.1098	-0.0936	0.6882	-1
688	-0.0083	-0.5	0.0596	-0.404	0.5745	-1
688	-0.0477	0.4253	-0.0192	0.4986	0.4986	-1
688	-0.0384	0.0412	-0.0271	0.0758	0.317	-1
688	-0.153	-0.0233	-0.1175	0.0217	0.3083	-1
688	-0.1777	0.0425	-0.06	0.3208	0.252	-1
689	0.0548	-0.1653	0.1098	-0.0936	0.6871	-1
689	-0.0083	-0.5	0.0596	-0.404	0.5716	-1
689	-0.0477	0.4253	-0.0192	0.4986	0.4959	-1
689	-0.0384	0.0412	-0.0271	0.0758	0.316	-1
689	-0.153	-0.0233	-0.1175	0.0217	0.3037	-1
690	0.0505	-0.1679	0.1124	-0.0966	0.6882	-1
690	-0.0511	0.4288	-0.0231	0.4987	0.4949	-1
690	-0.0418	0.038	-0.0303	0.0768	0.3955	-1
690	0.0314	-0.0584	0.043	-0.0178	0.3498	-1
690	-0.011	-0.5	0.0568	-0.4044	0.3296	-1
690	-0.2069	0.4254	-0.1889	0.4718	0.3139	-1
690	0.0703	-0.0519	0.3877	0.4985	0.2626	-1
691	-0.0132	-0.5	0.0556	-0.4074	0.5904	-1
691	-0.054	0.4261	-0.027	0.499	0.4358	-1
691	-0.2211	-0.0431	0.373	0.4987	0.3218	-1
691	0.0471	-0.1749	0.1149	-0.0982	0.2532	-1
692	-0.0161	-0.5	0.0522	-0.4084	0.5622	-1
692	-0.0576	0.4292	-0.0306	0.4981	0.5548	-1
692	0.0439	-0.1819	0.1152	-0.0972	0.4619	-1
692	-0.2942	-0.0359	0.3723	0.4987	0.3217	-1
693	-0.0641	0.4254	-0.0325	0.4983	0.7245	-1
693	-0.0198	-0.5	0.0428	-0.4127	0.6473	-1
693	0.0412	-0.2066	0.1212	-0.0996	0.5836	-1
693	-0.2308	-0.0476	0.3703	0.4988	0.4944	-1
693	-0.0439	0.0518	-0.0074	0.1094	0.4395	-1
694	-0.064	0.4254	-0.0325	0.4983	0.7255	-1
694	-0.0197	-0.5	0.0428	-0.4127	0.6492	-1
694	0.0411	-0.2066	0.1212	-0.0995	0.594	-1
694	-0.2311	-0.0475	0.3708	0.4988	0.4915	-1
694	-0.0438	0.0518	-0.0074	0.1094	0.444	-1
695	0.0382	-0.2085	0.1235	-0.1044	0.7793	-1
695	-0.0691	0.4214	-0.0352	0.4982	0.7314	-1
695	-0.022	-0.5	0.0441	-0.4136	0.6041	-1
695	-0.2207	-0.0594	0.3697	0.4989	0.5256	-1
695	-0.0497	0.0541	-0.0105	0.1096	0.4291	-1
695	-0.2188	0.4212	-0.2015	0.4623	0.4016	-1
695	-0.1934	0.0202	-0.0826	0.3229	0.2863	-1
696	0.0361	-0.2124	0.1247	-0.1064	0.7505	-1
696	-0.0747	0.4104	-0.0382	0.4988	0.75	-1
696	-0.0525	0.0506	-0.0149	0.1071	0.6206	-1
696	-0.3131	-0.0533	0.3745	0.4987	0.4105	-1
696	0.0533	-0.3031	0.1208	-0.234	0.3444	-1
