Timestamp (Current Time), X, Y
13:17:48.4965, -0.4026437, 0.8610395
13:17:48.5247, -0.1986814, 0.8229392
13:17:48.5567, -0.1633682, 0.810161
13:17:48.5866, -0.09483242, 0.7884717
13:17:48.6163, -0.03508556, 0.7731205
13:17:48.6485, 0.005376577, 0.7684846
13:17:48.6792, 0.04854369, 0.528949
13:17:48.7643, 0.2713743, 0.34803
13:17:48.7976, 0.2093894, 0.1605797
13:17:48.8298, 0.2175989, 0.1249888
13:17:48.8593, 0.2203658, 0.1019979
13:17:48.8888, 0.2231293, 0.0776037
13:17:48.9201, 0.2221948, 0.06384376
13:17:48.9490, 0.2226272, 0.05624342
13:17:48.9807, 0.2214061, 0.04581049
13:17:49.0089, 0.2219065, 0.03591347
13:17:49.0401, 0.2250471, 0.03358459
13:17:49.0699, 0.273017, 0.07624674
13:17:49.1016, 0.3400712, 0.1285911
13:17:49.1312, 0.4000506, 0.1654712
13:17:49.1611, 0.4466819, 0.1977391
13:17:49.1922, 0.474309, 0.216924
13:17:49.2212, 0.4915692, 0.2283182
13:17:49.2513, 0.5009348, 0.2401759
13:17:49.2824, 0.5060523, 0.2485323
13:17:49.3127, 0.5104855, 0.251349
13:17:49.3414, 0.5135972, 0.2544534
13:17:49.3715, 0.5171555, 0.2664005
13:17:49.4027, 0.5191464, 0.2765341
13:17:49.4328, 0.5221504, 0.2825817
13:17:49.4617, 0.5231907, 0.2886941
13:17:49.4925, 0.5229501, 0.2918951
13:17:49.5234, 0.5244467, 0.2947159
13:17:49.5535, 0.5242863, 0.2960709
13:17:49.5830, 0.5236983, 0.2971033
13:17:49.6135, 0.5230019, 0.3007568
13:17:49.6442, 0.5218308, 0.302135
13:17:49.6734, 0.5200248, 0.301801
13:17:49.7044, 0.5193393, 0.3001989
13:17:49.7363, 0.5187128, 0.2986515
13:17:49.7649, 0.5179827, 0.2976459
13:17:49.7948, 0.5169522, 0.2963128
13:17:49.8254, 0.5158585, 0.2951812
13:17:49.8552, 0.5144458, 0.2941388
13:17:49.8848, 0.5134428, 0.2944195
13:17:49.9150, 0.511802, 0.2955089
13:17:49.9473, 0.5096511, 0.29495
13:17:49.9768, 0.5076387, 0.2960142
13:17:50.0072, 0.5098124, 0.2914827
13:17:50.1853, 0.3677756, -0.07962728
13:17:50.2161, 0.372485, -0.08352757
13:17:50.2482, 0.3806169, 0.02560064
13:17:50.2781, 0.3825488, 0.06446669
13:17:50.3090, 0.3843579, 0.11026
13:17:50.3391, 0.3853478, 0.1484885
13:17:50.3696, 0.3861895, 0.1809048
13:17:50.4007, 0.386768, 0.2075219
13:17:50.4300, 0.3851917, 0.2170217
13:17:50.4611, 0.3797946, 0.2169654
13:17:50.4897, 0.3154037, 0.1721465
13:17:50.5209, 0.2063336, 0.09742391
13:17:50.5516, 0.1120771, 0.03177407
13:17:50.5803, 0.04808176, -0.01420319
13:17:50.6113, 0.01150334, -0.03953338
13:17:50.6412, -0.009340048, -0.05944598
13:17:50.6706, -0.02110684, -0.06407797
13:17:50.7014, -0.02722132, -0.06746829
13:17:50.7330, -0.03089869, -0.0709126
13:17:50.7602, -0.03216118, -0.0733428
13:17:50.7927, -0.03423071, -0.07523525
13:17:50.8226, -0.0358004, -0.07562542
13:17:50.8532, -0.03637052, -0.07589281
13:17:50.8836, -0.03685534, -0.07557619
13:17:50.9124, -0.03685594, -0.07569838
13:17:50.9423, -0.03748184, -0.07625616
13:17:50.9743, -0.03775609, -0.07739997
13:17:51.0025, -0.01975775, -0.08215046
13:17:51.0344, 0.05191576, -0.09038424
13:17:51.0643, 0.1396115, -0.09356308
13:17:51.0948, 0.2064654, -0.09583187
13:17:51.1240, 0.252998, -0.09895277
13:17:51.1543, 0.2835515, -0.09268832
13:17:51.1852, 0.3019186, -0.08698142
13:17:51.2158, 0.313099, -0.08526993
13:17:51.2457, 0.3183913, -0.07989275
13:17:51.2744, 0.3204358, -0.08415997
13:17:51.3050, 0.322765, -0.08466494
13:17:51.3365, 0.3244053, -0.08294606
13:17:51.3653, 0.3245736, -0.0829066
13:17:51.3966, 0.325393, -0.08222198
13:17:51.4264, 0.3258419, -0.08092582
13:17:51.4569, 0.3254987, -0.08067679
13:17:51.4864, 0.3254132, -0.08103228
13:17:51.5175, 0.3259935, -0.08233261
13:17:51.5466, 0.3270276, -0.0829078
13:17:51.5776, 0.3276571, -0.08404505
