Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds),Timestamp (Current Time),X,Y
0,0.0749,-0.270984674,0.1004,-0.195141762,0.6862,-1,1,0.0,2025-01-15 11:47:53.254500,0.0196098317420611,0.7327618133134012
2,0.0748,-0.27188659,0.101,-0.196371648,0.734,-1,1,0.1,2025-01-15 11:47:53.308000,0.0107709379168011,0.901374969842491
5,0.0752,-0.275494253,0.1019,-0.196617625,0.763,-1,1,0.2,2025-01-15 11:47:53.486200,-0.0273545037626466,0.4880032294259603
8,0.0792,-0.278937931,0.1051,-0.19751954,0.4733,-1,1,0.3,2025-01-15 11:47:53.519100,-0.0791967084151606,0.2489630986102471
11,0.081,-0.285005364,0.1125,-0.196863602,0.5559,-1,1,0.4,2025-01-15 11:47:53.609300,-0.1227357884390816,0.0428653058645327
14,0.0781,-0.15996705,0.0944,-0.113477395,0.4042,-1,1,0.5,2025-01-15 11:47:53.730600,-0.1274485803059543,-0.0161907054098586
17,0.087,-0.287547126,0.1169,-0.200717241,0.5738,-1,1,0.6,2025-01-15 11:47:53.820800,-0.0807681421071198,0.0257079756019109
20,0.0871,-0.285661303,0.1141,-0.201291188,0.4397,-1,1,0.7,2025-01-15 11:47:53.912200,0.1970132753797076,0.3417842636403486
23,0.0864,-0.286481226,0.1143,-0.20030728,0.5263,-1,1,0.8,2025-01-15 11:47:54.031000,0.2967836114994181,0.4416108597757237
26,0.0848,-0.285005364,0.1123,-0.200635249,0.4089,-1,1,0.9,2025-01-15 11:47:54.123900,0.2894651551938486,0.4798997123333557
29,0.0825,-0.285087356,0.1148,-0.205308812,0.6592,-1,1,1.0,2025-01-15 11:47:54.213100,0.2794880763056074,0.5003622765868453
32,0.0812,-0.282217625,0.1054,-0.211376245,0.2786,-1,1,1.1,2025-01-15 11:47:54.334200,0.2742123343878933,0.5034361443915922
35,0.0813,-0.285415326,0.1076,-0.210884291,0.3706,-1,1,1.2,2025-01-15 11:47:54.423800,0.2712808468171726,0.5067431561899536
38,0.0815,-0.286727203,0.1123,-0.2129341,0.3429,-1,1,1.3,2025-01-15 11:47:54.515000,0.2694172755381745,0.5062430512123535
41,0.0816,-0.290580843,0.1152,-0.214163985,0.2917,-1,1,1.4,2025-01-15 11:47:54.606900,0.2694658720681258,0.5043495896114978
44,0.0819,-0.292548659,0.1167,-0.212852107,0.4089,-1,1,1.5,2025-01-15 11:47:54.727400,0.2695280514791192,0.5006212181131142
47,0.0824,-0.292302682,0.1163,-0.205964751,0.3757,-1,1,1.6,2025-01-15 11:47:54.817700,0.2694987728244281,0.4962845272679436
50,0.0818,-0.293532567,0.117,-0.200389272,0.5089,-1,1,1.7,2025-01-15 11:47:54.908400,0.2818333870989042,0.2946522681007131
53,0.0817,-0.294106513,0.1162,-0.198667433,0.6405,-1,1,1.8,2025-01-15 11:47:55.029700,0.2896699548557857,0.1675029157492196
56,0.0819,-0.295418391,0.1187,-0.199077395,0.6547,-1,1,1.9,2025-01-15 11:47:55.120100,0.2910899696083038,0.1432249640501236
59,0.0827,-0.297878161,0.1191,-0.191452107,0.7238,-1,1,2.0,2025-01-15 11:47:55.210800,0.276699359906731,0.2263850400591235
62,0.0867,-0.29468046,0.1235,-0.199241379,0.685,-1,1,2.1,2025-01-15 11:47:55.330000,0.2547522916395481,0.3821954705136616
65,0.0891,-0.29820613,0.1303,-0.195141762,0.5744,-1,1,2.2,2025-01-15 11:47:55.422400,0.2548437497052327,0.4143703078321984
68,0.0948,-0.297304215,0.1362,-0.200635249,0.286,-1,1,2.3,2025-01-15 11:47:55.513100,0.2858712757909671,0.422502907536522
71,0.0979,-0.298698084,0.1381,-0.203259004,0.3612,-1,1,2.4,2025-01-15 11:47:55.634700,0.3106422250268357,0.4299538533349397
74,0.1009,-0.303289655,0.139,-0.211376245,0.6261,-1,1,2.5,2025-01-15 11:47:55.724800,0.3246570416862394,0.4369327139477789
77,0.1038,-0.306651341,0.144,-0.213836015,0.6667,-1,1,2.6,2025-01-15 11:47:55.814300,0.3348982321503022,0.4471175218677567
80,0.1041,-0.30591341,0.1446,-0.215311877,0.5835,-1,1,2.7,2025-01-15 11:47:55.905500,0.3411380567802159,0.4552760157247071
83,0.1041,-0.308455172,0.1434,-0.216787739,0.4092,-1,1,2.8,2025-01-15 11:47:56.026200,0.343871083366819,0.4569848365581375
86,0.1035,-0.307717241,0.1422,-0.21645977,0.6236,-1,1,2.9,,,
89,0.1016,-0.305667433,0.1411,-0.216951724,0.6089,-1,1,3.0,2025-01-15 11:47:56.205600,0.311548052271454,0.2939947691879293
97,-0.2592,0.22277318,-0.1804,0.287137165,0.541,-1,1,3.2,2025-01-15 11:47:56.419000,0.3150593779417786,0.4900359204071719
98,-0.2413,0.189648276,-0.171,0.256718008,0.2802,-1,1,3.3,2025-01-15 11:47:56.509800,0.1930890301256983,0.362456106754248
101,-0.2224,0.157589272,-0.1816,0.28976092,0.432,-1,1,3.4,2025-01-15 11:47:56.630400,0.0315768328871735,0.157874010840954
