Time_Group,EAR
1502.7,0.4201668215
1502.8,0.39058551999999996
1502.9,0.38489840033333333
1503.0,0.38762884299999995
1503.1,0.3849458946666667
1503.2,0.384095871
1503.3,0.3682307816666666
1503.4,0.20094323
1503.5,0.22630619833333332
1503.6,0.331324209
1503.7,0.3599249036666667
1503.8,0.38794655233333336
1503.9,0.38508956333333333
1504.0,0.3557335323333333
1504.1,0.36903617633333335
1504.2,0.3764541403333333
1504.3,0.35825380900000003
1504.4,0.34923453733333326
1504.5,0.37017439366666666
1504.6,0.34601113433333336
1504.7,0.3501359396666666
1504.8,0.334967748
1504.9,0.33572999
1505.0,0.35254943
1505.1,0.339030086
1505.2,0.313710221
1505.3,0.34312026500000004
1505.4,0.33579351566666665
1505.5,0.3282028656666667
1505.6,0.33271584000000004
1505.7,0.3422760836666667
1505.8,0.23630288766666666
1505.9,0.17201780700000002
1506.0,0.2515858633333334
1506.1,0.28151789699999996
1506.2,0.2912672353333334
1506.3,0.315957918
1506.4,0.3195379346666667
1506.5,0.32837753366666667
1506.6,0.3322432556666667
1506.7,0.328918564
1506.8,0.3254276363333333
1506.9,0.331947509
1507.0,0.32420602466666665
1507.1,0.3338998356666667
1507.2,0.31138716266666666
1507.3,0.3131909723333333
1507.4,0.3057077746666667
1507.5,0.31521263466666666
1507.6,0.309873226
1507.7,0.31627789
1507.8,0.30971143733333334
1507.9,0.30532901799999995
1508.0,0.3063872003333333
1508.1,0.31095232999999994
1508.2,0.313066867
1508.3,0.3159369943333334
1508.4,0.312416613
1508.5,0.3070031053333333
1508.6,0.318884981
1508.7,0.32220094066666666
1508.8,0.3148568015
1508.9,0.31011935733333335
1509.0,0.3171047003333334
1509.1,0.3244625073333333
1509.2,0.331750447
1509.3,0.3208622765
1509.4,0.3302021273333333
1509.5,0.320544502
1509.6,0.32607137966666666
1509.7,0.33057712699999997
1509.8,0.20535553433333334
1509.9,0.1765730523333333
1510.0,0.237168634
1510.1,0.273379569
1510.2,0.28601068133333335
1510.3,0.28411379266666664
1510.4,0.29457204600000003
1510.5,0.29033287533333335
1510.6,0.31205971925
1510.7,0.31360877266666665
1510.8,0.313386423
1510.9,0.3259242586666667
1511.0,0.3274498026666666
1511.1,0.3391517976666667
1511.2,0.34711637666666667
1511.3,0.34300236800000006
1511.4,0.3491585416666667
1511.5,0.3282195083333333
1511.6,0.329425814
1511.7,0.3299966383333333
1511.8,0.347851237
1511.9,0.3461776896666667
1512.0,0.33743807033333334
1512.1,0.3395788823333333
1512.2,0.3354424073333333
1512.3,0.326444069
1512.4,0.33349119633333335
1512.5,0.330695403
1512.6,0.325043054
1512.7,0.32646483666666665
1512.8,0.31486877566666666
1512.9,0.3187469033333334
1513.0,0.3205594465
1513.1,0.31423803833333336
1513.2,0.31492930599999996
1513.3,0.29889045399999997
1513.4,0.29940529866666665
1513.5,0.3087818726666667
1513.6,0.321045758
1513.7,0.31644975766666666
1513.8,0.3226752583333333
1513.9,0.32093466033333334
1514.0,0.315422944
1514.1,0.31919889766666665
1514.2,0.3170729483333333
1514.3,0.319642802
1514.4,0.30849870366666665
1514.5,0.31214892466666666
1514.6,0.31549934575
1514.7,0.3215176613333333
1514.8,0.3192079566666666
1514.9,0.315500802
1515.0,0.31513043333333335
1515.1,0.31603070266666666
1515.2,0.3112329946666667
1515.3,0.31068006033333334
1515.4,0.310003218
1515.5,0.30644569066666666
1515.6,0.3143786933333333
1515.7,0.2041026353333333
1515.8,0.16923689333333333
1515.9,0.225248565
1516.0,0.2524717223333333
1516.1,0.29783344349999996
1516.2,0.3139449303333333
1516.3,0.330874716
1516.4,0.32529043325
1516.5,0.329012766
1516.6,0.3107455593333333
1516.7,0.3341663126666667
1516.8,0.32792948299999997
1516.9,0.33232222266666667
1517.0,0.33260391866666666
1517.1,0.1916930166666667
1517.2,0.140762304
1517.3,0.2037352995
1517.4,0.23049273233333334
1517.5,0.26539016499999996
1517.6,0.26786399766666663
1517.7,0.265836602
1517.8,0.26430612633333334
1517.9,0.26471932133333337
1518.0,0.269325989
1518.1,0.259860742
1518.2,0.27216530833333336
1518.3,0.276874767
1518.4,0.26363713866666666
1518.5,0.27498809933333335
1518.6,0.2772270233333334
1518.7,0.2694607216666667
1518.8,0.2833655476666667
1518.9,0.289325741
1519.0,0.272114032
1519.1,0.28187667766666663
1519.2,0.28116835333333334
1519.3,0.30380986800000004
1519.4,0.313608343
1519.5,0.31323947733333335
1519.6,0.3251700886666667
1519.7,0.2993002586666667
1519.8,0.2935721906666667
1519.9,0.30829045299999996
1520.0,0.303351913
1520.1,0.29746737333333334
1520.2,0.3040880636666667
1520.3,0.298842097
1520.4,0.30128440100000003
1520.5,0.2961521173333333
1520.6,0.309220909
1520.7,0.311647597
1520.8,0.2884562863333333
1520.9,0.16107499833333333
1521.0,0.182682451
1521.1,0.21662784999999998
1521.2,0.257919913
1521.3,0.28407853
