Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds)
3,-0.1323,0.278382,-0.0964,0.35192,0.4776,-1,1,0.1
14,-0.083,-0.274896,0.5,0.410767,0.6988,-1,1,0.466666667
15,-0.0738,-0.272821,0.5,0.410352,0.7888,-1,1,0.5
16,-0.0739,-0.273319,0.5,0.410352,0.7836,-1,1,0.533333333
47,0.4224,0.066068,0.4993,0.407862,0.7254,-1,1,1.566666667
48,0.3866,0.018841,0.4986,0.409273,0.7558,-1,1,1.6
49,0.3528,-0.00166,0.4988,0.410269,0.4089,-1,1,1.633333333
50,0.3261,-0.019339,0.4999,0.409107,0.87,-1,1,1.666666667
51,0.3264,-0.01909,0.4983,0.408858,0.8746,-1,1,1.7
52,0.3032,-0.028635,0.4986,0.410601,0.7637,-1,1,1.733333333
53,-0.1435,-0.265268,-0.0855,-0.245763,0.4468,-1,1,1.766666667
54,-0.1399,-0.26726,-0.0829,-0.247174,0.4286,-1,1,1.8
57,0.305,-0.043658,0.4986,0.41002,0.8044,-1,1,1.9
57,-0.0809,-0.270995,-0.034,-0.252071,0.5666,-1,1,1.9
58,0.3293,-0.038927,0.4982,0.409024,0.8007,-1,1,1.933333333
59,0.3492,-0.026228,0.4982,0.409024,0.6593,-1,1,1.966666667
60,0.3678,-0.016019,0.4983,0.408941,0.8229,-1,1,2
61,0.3678,-0.016019,0.4983,0.409024,0.814,-1,1,2.033333333
62,0.3865,-0.002075,0.4982,0.409605,0.6438,-1,1,2.066666667
63,0.0054,-0.282698,0.053,-0.250494,0.4966,-1,1,2.1
64,0.0121,-0.277137,0.054,-0.250079,0.6649,-1,1,2.133333333
72,0.3956,-0.035358,0.4981,0.410103,0.5632,-1,1,2.4
95,-0.1513,0.221527,-0.1162,0.308179,0.6259,-1,1,3.166666667
96,-0.1513,0.221361,-0.1162,0.308179,0.629,-1,1,3.2
97,-0.1392,0.190402,-0.1033,0.278548,0.5031,-1,1,3.233333333
109,-0.0634,0.086237,0.0746,0.173553,0.4742,-1,1,3.633333333
110,-0.0623,0.073372,0.0608,0.171063,0.7377,-1,1,3.666666667
111,-0.0624,0.073372,0.0601,0.171063,0.7214,-1,1,3.7
119,0.0877,-0.221444,0.4465,0.326688,0.4068,-1,1,3.966666667
160,-0.2166,-0.281702,0.0334,0.101509,0.5293,-1,1,5.333333333
161,-0.2166,-0.281868,0.0333,0.101592,0.4913,-1,1,5.366666667
162,-0.2222,-0.287097,0.032,0.10043,0.7596,-1,1,5.4
163,-0.2254,-0.2905,0.0284,0.09877,0.6525,-1,1,5.433333333
164,-0.2309,-0.292243,0.0281,0.099351,0.5864,-1,1,5.466666667
189,0.326,-0.015936,0.4982,0.219286,0.4024,-1,1,6.3
190,0.2948,-0.046148,0.5,0.183347,0.6988,-1,1,6.333333333
191,0.2939,-0.045484,0.5,0.18343,0.6853,-1,1,6.366666667
192,0.2434,-0.073206,0.5,0.159277,0.8705,-1,1,6.4
209,-0.4997,-0.075447,-0.3812,0.026145,0.657,-1,1,6.966666667
210,-0.5,-0.112133,-0.3603,-0.003735,0.8244,-1,1,7
211,-0.5,-0.112133,-0.3614,-0.003818,0.8238,-1,1,7.033333333
212,-0.5,-0.139689,-0.3525,-0.035939,0.8533,-1,1,7.066666667
213,-0.5,-0.162763,-0.3198,-0.056772,0.8205,-1,1,7.1
214,-0.4995,-0.178118,-0.2998,-0.073787,0.8495,-1,1,7.133333333
