Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds)
442,0.1449,0.313687046,0.2547,0.419731235,0.2652,-1,1,14.73333333
443,0.1445,0.313501816,0.2544,0.419916465,0.271,-1,1,14.76666667
455,0.1529,0.328598063,0.2687,0.414915254,0.3293,-1,1,15.16666667
465,0.1277,0.320170097,0.2883,0.428529661,0.3269,-1,1,15.5
466,0.1234,0.314427966,0.289,0.426399516,0.5178,-1,1,15.53333333
467,0.12,0.313687046,0.2903,0.426306901,0.3884,-1,1,15.56666667
468,0.12,0.313779661,0.2909,0.426214286,0.4084,-1,1,15.6
469,0.1176,0.316187651,0.2918,0.427418281,0.3149,-1,1,15.63333333
470,0.1201,0.320262712,0.2881,0.426584746,0.5562,-1,1,15.66666667
471,0.1219,0.319429177,0.2889,0.426492131,0.4375,-1,1,15.7
472,0.115,0.317206416,0.2888,0.427418281,0.3966,-1,1,15.73333333
473,0.1148,0.317021186,0.2895,0.427325666,0.3877,-1,1,15.76666667
474,0.1148,0.318688257,0.2881,0.426862591,0.3515,-1,1,15.8
475,0.1215,0.318873487,0.284,0.426121671,0.3506,-1,1,15.83333333
476,0.1176,0.320355327,0.2996,0.426955206,0.3931,-1,1,15.86666667
477,0.1223,0.320355327,0.2839,0.42389891,0.4421,-1,1,15.9
478,0.1226,0.321374092,0.2826,0.422694915,0.5014,-1,1,15.93333333
479,0.1205,0.320170097,0.276,0.423435835,0.383,-1,1,15.96666667
480,0.1161,0.321003632,0.2884,0.427047821,0.3447,-1,1,16
481,0.1154,0.311371671,0.2836,0.424917676,0.4183,-1,1,16.03333333
482,0.1183,0.315909806,0.2972,0.425658596,0.4265,-1,1,16.06666667
483,0.118,0.316002421,0.2974,0.425473366,0.3641,-1,1,16.1
484,0.118,0.316002421,0.2979,0.425380751,0.3614,-1,1,16.13333333
485,0.1225,0.308500605,0.3061,0.42149092,0.5223,-1,1,16.16666667
486,0.1184,0.307574455,0.2873,0.421027845,0.5092,-1,1,16.2
487,0.1196,0.316835956,0.3012,0.423065375,0.2907,-1,1,16.23333333
488,0.1199,0.316650726,0.3019,0.423435835,0.2874,-1,1,16.26666667
489,0.1077,0.291181598,0.285,0.42352845,0.3235,-1,1,16.3
490,0.1109,0.288125303,0.2848,0.42000908,0.2754,-1,1,16.33333333
492,-0.1996,0.161891041,-0.0429,0.345083535,0.5079,-1,1,16.4
493,-0.1996,0.163002421,-0.0438,0.344713075,0.5181,-1,1,16.43333333
494,-0.2031,0.172078692,-0.0448,0.343231235,0.4322,-1,1,16.46666667
496,0.0929,0.308685835,0.2927,0.424547215,0.3301,-1,1,16.53333333
497,0.1115,0.316835956,0.3136,0.424176755,0.5172,-1,1,16.56666667
498,0.1111,0.316835956,0.3138,0.424361985,0.5168,-1,1,16.6
499,0.1037,0.316372881,0.3178,0.426121671,0.4064,-1,1,16.63333333
499,0.0809,0.311742131,0.4806,0.463075061,0.4012,-1,1,16.63333333
500,-0.2251,0.162354116,-0.0498,0.350640436,0.5453,-1,1,16.66666667
500,0.0776,0.309611985,0.4871,0.463075061,0.3867,-1,1,16.66666667
500,0.0823,0.310538136,0.3069,0.42093523,0.3707,-1,1,16.66666667
501,0.1105,0.310167676,0.3145,0.424547215,0.3652,-1,1,16.7
501,0.0943,0.310075061,0.4924,0.463075061,0.2511,-1,1,16.7
502,0.0899,0.30766707,0.3047,0.42223184,0.4468,-1,1,16.73333333
503,0.0904,0.3078523,0.3043,0.42186138,0.4611,-1,1,16.76666667
504,0.0962,0.307574455,0.3058,0.421583535,0.467,-1,1,16.8
504,-0.2233,0.179302663,-0.0406,0.349343826,0.2675,-1,1,16.8
505,0.1159,0.311186441,0.2789,0.421398305,0.5478,-1,1,16.83333333
506,0.1196,0.311834746,0.2793,0.42000908,0.5081,-1,1,16.86666667
507,0.1175,0.305722155,0.2926,0.42112046,0.3651,-1,1,16.9
508,0.1158,0.296182809,0.2932,0.42000908,0.469,-1,1,16.93333333
509,0.1121,0.305722155,0.3062,0.416860169,0.4362,-1,1,16.96666667
510,0.1053,0.30618523,0.3083,0.41908293,0.5231,-1,1,17
511,0.1087,0.30674092,0.3048,0.41945339,0.5201,-1,1,17.03333333
512,0.1056,0.30488862,0.305,0.417508475,0.5119,-1,1,17.06666667
513,0.1049,0.304610775,0.3052,0.417138015,0.555,-1,1,17.1
517,0.0944,0.308500605,0.295,0.413155569,0.3956,-1,1,17.23333333
518,0.0949,0.30896368,0.2964,0.413155569,0.4237,-1,1,17.26666667
519,0.0948,0.3078523,0.3053,0.414637409,0.5411,-1,1,17.3
520,0.0954,0.30711138,0.2795,0.411766344,0.4339,-1,1,17.33333333
521,0.0882,0.30544431,0.2866,0.413526029,0.4726,-1,1,17.36666667
522,0.097,0.307389225,0.2908,0.415470944,0.4203,-1,1,17.4
523,0.096,0.30803753,0.2829,0.415285714,0.5023,-1,1,17.43333333
524,0.0928,0.300165254,0.2671,0.417323245,0.5832,-1,1,17.46666667
525,0.0902,0.298683414,0.2701,0.415470944,0.434,-1,1,17.5
526,0.09,0.301647094,0.2728,0.416026634,0.3919,-1,1,17.53333333
527,0.0812,0.306463075,0.2754,0.414544794,0.4764,-1,1,17.56666667
528,0.0787,0.30618523,0.2757,0.414544794,0.4419,-1,1,17.6
529,0.0725,0.304425545,0.2751,0.413155569,0.287,-1,1,17.63333333
531,0.0653,0.299516949,0.2621,0.415378329,0.3681,-1,1,17.7
532,0.0713,0.30340678,0.2724,0.413989104,0.3672,-1,1,17.73333333
537,0.2077,0.321651937,0.2865,0.405653753,0.2766,-1,1,17.9
538,0.2076,0.321559322,0.2863,0.405468523,0.2616,-1,1,17.93333333
540,0.0752,0.30637046,0.2839,0.4170454,0.2992,-1,1,18
549,0.0648,0.30525908,0.2668,0.417323245,0.3259,-1,1,18.3
550,0.0642,0.30451816,0.272,0.420842615,0.2513,-1,1,18.33333333
