	x1	y1	x2	y2	confidence	cluster	new_cluster	
3.0	-0.1323	0.3354	-0.0964	0.424	0.4776	-1	1	0.1
14.0	-0.083	-0.3312	0.5	0.4949	0.6988	-1	1	0.4666666666666667
15.0	-0.0738	-0.3287	0.5	0.4944	0.7888	-1	1	0.5
16.0	-0.0739	-0.3293	0.5	0.4944	0.7836	-1	1	0.5333333333333333
47.0	0.4224	0.0796	0.4993	0.4914	0.7254	-1	1	1.5666666666666667
48.0	0.3866	0.0227	0.4986	0.4931	0.7558	-1	1	1.6
49.0	0.3528	-0.002	0.4988	0.4943	0.4089	-1	1	1.6333333333333333
50.0	0.3261	-0.0233	0.4999	0.4929	0.87	-1	1	1.6666666666666667
51.0	0.3264	-0.023	0.4983	0.4926	0.8746	-1	1	1.7
52.0	0.3032	-0.0345	0.4986	0.4947	0.7637	-1	1	1.7333333333333334
53.0	-0.1435	-0.3196	-0.0855	-0.2961	0.4468	-1	1	1.7666666666666666
54.0	-0.1399	-0.322	-0.0829	-0.2978	0.4286	-1	1	1.8
57.0	0.305	-0.0526	0.4986	0.494	0.8044	-1	1	1.9
57.0	-0.0809	-0.3265	-0.034	-0.3037	0.5666	-1	1	1.9
58.0	0.3293	-0.0469	0.4982	0.4928	0.8007	-1	1	1.9333333333333333
59.0	0.3492	-0.0316	0.4982	0.4928	0.6593	-1	1	1.9666666666666666
60.0	0.3678	-0.0193	0.4983	0.4927	0.8229	-1	1	2.0
61.0	0.3678	-0.0193	0.4983	0.4928	0.814	-1	1	2.033333333333333
62.0	0.3865	-0.0025	0.4982	0.4935	0.6438	-1	1	2.066666666666667
63.0	0.0054	-0.3406	0.053	-0.3018	0.4966	-1	1	2.1
64.0	0.0121	-0.3339	0.054	-0.3013	0.6649	-1	1	2.1333333333333333
72.0	0.3956	-0.0426	0.4981	0.4941	0.5632	-1	1	2.4
95.0	-0.1513	0.2669	-0.1162	0.3713	0.6259	-1	1	3.1666666666666665
96.0	-0.1513	0.2667	-0.1162	0.3713	0.629	-1	1	3.2
97.0	-0.1392	0.2294	-0.1033	0.3356	0.5031	-1	1	3.2333333333333334
109.0	-0.0634	0.1039	0.0746	0.2091	0.4742	-1	1	3.6333333333333333
110.0	-0.0623	0.0884	0.0608	0.2061	0.7377	-1	1	3.6666666666666665
111.0	-0.0624	0.0884	0.0601	0.2061	0.7214	-1	1	3.7
119.0	0.0877	-0.2668	0.4465	0.3936	0.4068	-1	1	3.966666666666667
160.0	-0.2166	-0.3394	0.0334	0.1223	0.5293	-1	1	5.333333333333333
161.0	-0.2166	-0.3396	0.0333	0.1224	0.4913	-1	1	5.366666666666666
162.0	-0.2222	-0.3459	0.032	0.121	0.7596	-1	1	5.4
163.0	-0.2254	-0.35	0.0284	0.119	0.6525	-1	1	5.433333333333334
164.0	-0.2309	-0.3521	0.0281	0.1197	0.5864	-1	1	5.466666666666667
189.0	0.326	-0.0192	0.4982	0.2642	0.4024	-1	1	6.3
190.0	0.2948	-0.0556	0.5	0.2209	0.6988	-1	1	6.333333333333333
191.0	0.2939	-0.0548	0.5	0.221	0.6853	-1	1	6.366666666666666
192.0	0.2434	-0.0882	0.5	0.1919	0.8705	-1	1	6.4
209.0	-0.4997	-0.0909	-0.3812	0.0315	0.657	-1	1	6.966666666666667
210.0	-0.5	-0.1351	-0.3603	-0.0045	0.8244	-1	1	7.0
211.0	-0.5	-0.1351	-0.3614	-0.0046	0.8238	-1	1	7.033333333333333
212.0	-0.5	-0.1683	-0.3525	-0.0433	0.8533	-1	1	7.066666666666666
213.0	-0.5	-0.1961	-0.3198	-0.0684	0.8205	-1	1	7.1
214.0	-0.4995	-0.2146	-0.2998	-0.0889	0.8495	-1	1	7.133333333333334
215.0	-0.4968	-0.2284	-0.2805	-0.1042	0.7899	-1	1	7.166666666666667
216.0	-0.4968	-0.2283	-0.2802	-0.1043	0.7964	-1	1	7.2
217.0	-0.4689	-0.239	-0.2586	-0.118	0.737	-1	1	7.233333333333333
218.0	-0.4478	-0.2427	-0.2327	-0.122	0.6139	-1	1	7.266666666666667
275.0	-0.2362	0.2504	0.0399	0.4938	0.8761	-1	1	9.166666666666666
276.0	-0.2357	0.2498	0.04	0.4936	0.8803	-1	1	9.2
277.0	-0.2442	0.1772	0.0647	0.4932	0.9175	-1	1	9.233333333333333
278.0	-0.2385	0.1153	0.0822	0.4931	0.9115	-1	1	9.266666666666667
279.0	-0.2218	0.0829	0.0983	0.4931	0.9137	-1	1	9.3
280.0	-0.2155	0.047	0.1148	0.4931	0.8939	-1	1	9.333333333333334
281.0	-0.2156	0.0466	0.1149	0.493	0.8878	-1	1	9.366666666666667
282.0	-0.2059	0.0226	0.1224	0.4925	0.8993	-1	1	9.4
283.0	-0.2004	0.0026	0.1296	0.4906	0.8311	-1	1	9.433333333333334
284.0	-0.1972	-0.0085	0.1291	0.4901	0.8253	-1	1	9.466666666666667
285.0	-0.2009	-0.0221	0.1237	0.491	0.8808	-1	1	9.5
286.0	-0.2002	-0.022	0.1239	0.4912	0.8942	-1	1	9.533333333333333
287.0	-0.224	-0.0306	0.1154	0.4916	0.868	-1	1	9.566666666666666
288.0	-0.2354	-0.0322	0.0991	0.4914	0.8616	-1	1	9.6
289.0	-0.2479	-0.0348	0.0885	0.4913	0.8768	-1	1	9.633333333333333
290.0	-0.2576	-0.0316	0.0744	0.4921	0.8814	-1	1	9.666666666666666
291.0	-0.2577	-0.0313	0.0744	0.4918	0.8759	-1	1	9.7
292.0	-0.2757	-0.0305	0.0704	0.492	0.8485	-1	1	9.733333333333333
293.0	-0.2736	-0.0293	0.065	0.4928	0.8593	-1	1	9.766666666666667
294.0	-0.2762	-0.0319	0.0657	0.4927	0.828	-1	1	9.8
295.0	-0.2677	-0.0278	0.0688	0.4927	0.8417	-1	1	9.833333333333334
296.0	-0.2671	-0.0278	0.0686	0.4926	0.8386	-1	1	9.866666666666667
297.0	-0.2526	-0.0354	0.0719	0.4921	0.9058	-1	1	9.9
298.0	-0.2382	-0.0485	0.075	0.492	0.9014	-1	1	9.933333333333334
299.0	-0.2371	-0.0653	0.0803	0.49	0.8791	-1	1	9.966666666666667
319.0	0.2059	0.3505	0.3959	0.4952	0.5696	-1	1	10.633333333333333
320.0	0.199	0.3634	0.3972	0.4954	0.6627	-1	1	10.666666666666666
321.0	0.1986	0.3635	0.3969	0.4954	0.6716	-1	1	10.7
322.0	0.2011	0.3891	0.3857	0.4953	0.5598	-1	1	10.733333333333333
390.0	-0.2843	-0.2737	0.0508	0.2914	0.4747	-1	1	13.0
391.0	-0.2844	-0.2702	0.0506	0.292	0.5633	-1	1	13.033333333333333
393.0	-0.0154	-0.3883	0.0913	-0.319	0.5954	-1	1	13.1
394.0	-0.0154	-0.393	0.092	-0.3252	0.6025	-1	1	13.133333333333333
395.0	-0.014	-0.3978	0.082	-0.331	0.4722	-1	1	13.166666666666666
396.0	-0.014	-0.3978	0.0811	-0.3311	0.4304	-1	1	13.2
425.0	-0.179	-0.0428	-0.0312	0.1574	0.4154	-1	1	14.166666666666666
435.0	-0.125	0.0141	0.0121	0.2463	0.7908	-1	1	14.5
436.0	-0.125	0.014	0.0121	0.2464	0.7799	-1	1	14.533333333333333
437.0	-0.1246	0.0127	0.0101	0.2397	0.7659	-1	1	14.566666666666666
438.0	-0.1243	0.0114	0.0099	0.2391	0.7659	-1	1	14.6
439.0	-0.1236	0.0112	0.0104	0.24	0.6835	-1	1	14.633333333333333
440.0	-0.1234	0.0105	0.0113	0.2387	0.7008	-1	1	14.666666666666666
441.0	-0.1233	0.0105	0.0114	0.2387	0.692	-1	1	14.7
447.0	-0.084	0.0105	0.0118	0.203	0.82	-1	1	14.9
