Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds)
1565,-0.4998,0.302141762,-0.403,0.399548659,0.2642,-1,43,52.16666667
1566,0.4502,0.248846743,0.4986,0.344531801,0.6049,-1,43,52.2
1567,0.4506,0.244419157,0.499,0.34100613,0.5549,-1,43,52.23333333
1568,0.4509,0.236957854,0.4993,0.333462835,0.4526,-1,43,52.26666667
1569,0.4509,0.236957854,0.4993,0.33362682,0.4057,-1,43,52.3
1570,0.4504,0.230070498,0.4992,0.325427586,0.2544,-1,43,52.33333333
1574,0.4465,0.213590038,0.4994,0.307799234,0.4283,-1,43,52.46666667
1575,0.4441,0.205554789,0.4983,0.301157854,0.3545,-1,43,52.5
1575,-0.4297,-0.015250575,-0.3412,0.030747126,0.3257,-1,43,52.5
1576,0.4425,0.199897318,0.4991,0.296894253,0.7368,-1,43,52.53333333
1577,0.4411,0.194731801,0.4986,0.291564751,0.7144,-1,43,52.56666667
1578,0.4394,0.188910345,0.4974,0.288613027,0.6579,-1,43,52.6
1579,0.4394,0.188910345,0.4973,0.288613027,0.6546,-1,43,52.63333333
1580,0.4386,0.182022989,0.4972,0.282791571,0.4523,-1,43,52.66666667
1581,-0.4997,0.217361686,-0.4254,0.327559387,0.4394,-1,43,52.7
1581,0.3336,0.174807663,0.3902,0.209162452,0.262,-1,43,52.7
1582,-0.4997,0.201127203,-0.433,0.309275096,0.3432,-1,43,52.73333333
1583,-0.4997,0.20137318,-0.4328,0.310095019,0.3797,-1,43,52.76666667
1585,-0.4997,0.198831418,-0.4369,0.311078927,0.4576,-1,43,52.83333333
1590,-0.4125,0.081582375,-0.3481,0.148324138,0.2807,-1,43,53
1591,-0.4146,0.074695019,-0.3508,0.146520307,0.2856,-1,43,53.03333333
1592,-0.4893,0.177103448,-0.445,0.207194636,0.4034,-1,43,53.06666667
1593,-0.489,0.177185441,-0.445,0.207030651,0.3787,-1,43,53.1
1594,-0.4899,0.174479693,-0.4442,0.208178544,0.498,-1,43,53.13333333
1598,-0.4994,0.255160153,-0.4466,0.284021456,0.5652,-1,43,53.26666667
1598,-0.498,0.16734636,-0.4282,0.219083525,0.3577,-1,43,53.26666667
1599,-0.4994,0.25540613,-0.4466,0.284185441,0.556,-1,43,53.3
1599,-0.498,0.16734636,-0.4282,0.219083525,0.3445,-1,43,53.3
1600,-0.498,0.153161686,-0.4083,0.221789272,0.6071,-1,43,53.33333333
1600,-0.4912,0.155539464,-0.4108,0.208260536,0.4401,-1,43,53.33333333
1600,-0.4928,0.160459004,-0.4219,0.219165517,0.366,-1,43,53.33333333
1603,-0.0213,-0.190878161,0.1925,-0.083386207,0.4454,-1,43,53.43333333
1604,-0.0064,-0.175627586,0.2587,-0.04419387,0.7233,-1,43,53.46666667
1605,-0.0032,-0.166362452,0.2251,-0.00491954,0.7063,-1,43,53.5
1605,-0.2042,0.097570881,-0.1025,0.31608046,0.2572,-1,43,53.5
1606,0.0373,-0.145208429,0.2271,-0.01615249,0.6494,-1,43,53.53333333
1606,-0.5,-0.139222989,-0.4206,-0.061248276,0.5086,-1,43,53.53333333
1607,-0.4999,-0.182186973,-0.4147,-0.068627586,0.4056,-1,43,53.56666667
1610,-0.5,-0.15857318,-0.3978,-0.050261303,0.4028,-1,43,53.66666667
1612,-0.5,-0.233596169,-0.3961,-0.163082759,0.6826,-1,43,53.73333333
1612,-0.5,-0.128727969,-0.3621,0.01369272,0.3047,-1,43,53.73333333
1612,-0.4999,-0.120364751,-0.4111,0.013528736,0.2804,-1,43,53.73333333
1613,-0.5,-0.233842146,-0.3961,-0.163082759,0.668,-1,43,53.76666667
1613,-0.5,-0.1284,-0.3595,0.014102682,0.3178,-1,43,53.76666667
1613,-0.4999,-0.12102069,-0.4103,0.01402069,0.2921,-1,43,53.76666667
1614,-0.4997,-0.081664368,-0.3862,0.0428,0.766,-1,43,53.8
