Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds)
39,0.1287,-0.340134,0.366,0.001909,0.2782,-1,1,1.3
40,0.1281,-0.339968,0.3651,0.004648,0.303,-1,1,1.333333333
46,0.1258,-0.327684,0.3614,0.006889,0.317,-1,1,1.533333333
48,0.126,-0.33283,0.3501,0.00498,0.4046,-1,1,1.6
49,0.1262,-0.332913,0.3458,0.005312,0.3129,-1,1,1.633333333
102,-0.0626,-0.084328,-0.0323,-0.049302,0.3135,-1,1,3.4
103,-0.0649,-0.082834,-0.0309,-0.050215,0.3582,-1,1,3.433333333
104,-0.0635,-0.082004,-0.0315,-0.055112,0.2597,-1,1,3.466666667
122,-0.064,-0.087731,-0.0295,-0.051128,0.2599,-1,1,4.066666667
125,-0.0655,-0.084909,-0.0324,-0.054531,0.3189,-1,1,4.166666667
126,-0.0656,-0.084328,-0.0346,-0.054199,0.3904,-1,1,4.2
127,-0.0654,-0.084328,-0.0351,-0.053535,0.4056,-1,1,4.233333333
128,-0.0658,-0.084909,-0.035,-0.05312,0.432,-1,1,4.266666667
129,-0.0658,-0.084494,-0.0355,-0.053618,0.3981,-1,1,4.3
130,-0.0663,-0.085075,-0.0358,-0.052539,0.357,-1,1,4.333333333
131,-0.0676,-0.086154,-0.0373,-0.053369,0.3917,-1,1,4.366666667
132,-0.065,-0.085822,-0.0388,-0.056772,0.3425,-1,1,4.4
133,-0.0686,-0.08632,-0.0386,-0.055444,0.4022,-1,1,4.433333333
136,-0.0693,-0.083332,-0.0391,-0.055776,0.2754,-1,1,4.533333333
137,-0.0705,-0.084245,-0.0396,-0.055029,0.4601,-1,1,4.566666667
138,-0.0702,-0.083166,-0.04,-0.055693,0.3128,-1,1,4.6
139,-0.0724,-0.082419,-0.0395,-0.052456,0.2865,-1,1,4.633333333
140,-0.0725,-0.082419,-0.0397,-0.054365,0.2533,-1,1,4.666666667
143,-0.0716,-0.080178,-0.0379,-0.056855,0.2999,-1,1,4.766666667
144,-0.0677,-0.080676,-0.0364,-0.056191,0.4143,-1,1,4.8
181,-0.1247,-0.148653,-0.0557,-0.079182,0.2724,-1,1,6.033333333
182,0.131,-0.326439,0.3409,0.000913,0.3082,-1,1,6.066666667
187,-0.0754,-0.042662,-0.0386,-0.004316,0.4416,-1,1,6.233333333
187,-0.1368,-0.11537,-0.0728,0.000166,0.3066,-1,1,6.233333333
188,-0.0761,-0.041749,-0.0376,0.001411,0.5563,-1,1,6.266666667
188,-0.1376,-0.112797,-0.0749,0.001743,0.3874,-1,1,6.266666667
189,-0.0767,-0.040338,-0.0217,0.005395,0.5727,-1,1,6.3
189,-0.1396,-0.113295,-0.076,0.001411,0.433,-1,1,6.3
190,-0.077,-0.038678,-0.0214,0.005312,0.5113,-1,1,6.333333333
191,-0.0772,-0.037433,-0.022,0.005478,0.4229,-1,1,6.366666667
194,-0.0778,-0.033864,-0.0504,-0.000249,0.2518,-1,1,6.466666667
196,-0.0767,-0.033117,-0.0506,0.001162,0.2607,-1,1,6.533333333
220,-0.1714,-0.215053,0.2735,0.375575,0.3687,-1,1,7.333333333
221,-0.1734,-0.197042,0.2688,0.265932,0.6047,-1,1,7.366666667
222,-0.1643,-0.196295,0.2684,0.267841,0.8169,-1,1,7.4
223,-0.1581,-0.192726,0.2725,0.264272,0.8769,-1,1,7.433333333
224,-0.1533,-0.181853,0.2711,0.263027,0.8969,-1,1,7.466666667
225,-0.1521,-0.182019,0.2738,0.258545,0.8293,-1,1,7.5
226,0.127,-0.137697,0.2681,0.128069,0.4903,-1,1,7.533333333
226,-0.1511,-0.178699,0.1368,0.256802,0.4691,-1,1,7.533333333
226,-0.157,-0.181604,0.2582,0.25813,0.2699,-1,1,7.533333333
227,-0.1482,-0.177952,0.1377,0.254561,0.5736,-1,1,7.566666667
227,-0.1505,-0.180027,0.2564,0.255806,0.2733,-1,1,7.566666667
228,-0.1443,-0.182268,0.1329,0.25564,0.5769,-1,1,7.6
228,-0.1443,-0.180193,0.2742,0.256553,0.3323,-1,1,7.6
228,-0.1081,-0.339387,0.2698,-0.125164,0.2539,-1,1,7.6
229,-0.1445,-0.174134,0.2689,0.256719,0.721,-1,1,7.633333333
229,-0.1075,-0.337893,0.2685,-0.120433,0.4017,-1,1,7.633333333
229,-0.1475,-0.173885,0.1316,0.25564,0.3713,-1,1,7.633333333
230,-0.1495,-0.17015,0.2654,0.257798,0.835,-1,1,7.666666667
230,-0.1151,-0.343537,0.268,-0.124168,0.3239,-1,1,7.666666667
231,-0.1442,-0.159775,0.2691,0.257715,0.7702,-1,1,7.7
231,-0.1071,-0.339636,0.2691,-0.123421,0.5052,-1,1,7.7
232,-0.1486,-0.156621,0.2664,0.255391,0.7719,-1,1,7.733333333
232,-0.11,-0.346691,0.2756,-0.127571,0.5212,-1,1,7.733333333
233,-0.1535,-0.155293,0.2661,0.258545,0.6481,-1,1,7.766666667
233,-0.1169,-0.381468,0.2733,-0.128152,0.3292,-1,1,7.766666667
234,-0.1547,-0.270663,0.2626,0.262778,0.7244,-1,1,7.8
234,-0.2356,0.011703,-0.1199,0.180857,0.3315,-1,1,7.8
234,-0.1182,-0.392507,0.2666,-0.123338,0.3006,-1,1,7.8
235,-0.1514,-0.146329,0.2669,0.272489,0.6323,-1,1,7.833333333
235,-0.0694,-0.343371,0.2627,-0.121346,0.3242,-1,1,7.833333333
236,-0.1472,-0.146412,0.2696,0.283777,0.6235,-1,1,7.866666667
236,-0.0822,-0.379227,0.2702,-0.124334,0.4763,-1,1,7.866666667
236,0.1456,-0.135041,0.2651,0.061669,0.3317,-1,1,7.866666667
237,-0.15,-0.15438,0.2695,0.274481,0.7508,-1,1,7.9
237,-0.0928,-0.384788,0.2706,-0.128899,0.5614,-1,1,7.9
238,-0.151,-0.151309,0.2674,0.271078,0.6652,-1,1,7.933333333
238,-0.1214,-0.378812,0.2674,-0.130227,0.475,-1,1,7.933333333
239,-0.1519,-0.397819,0.2686,0.321625,0.7491,-1,1,7.966666667
239,-0.1509,-0.158115,0.2609,0.337063,0.4458,-1,1,7.966666667
239,0.1484,-0.131555,0.2627,0.034113,0.4085,-1,1,7.966666667
239,0.2905,0.111552,0.3801,0.414502,0.3692,-1,1,7.966666667
239,-0.0781,-0.360801,0.2643,-0.120931,0.2875,-1,1,7.966666667
240,-0.149,-0.364868,0.2702,0.304195,0.7067,-1,1,8
240,0.1579,-0.127405,0.263,0.016434,0.4916,-1,1,8
240,-0.0599,-0.33615,0.2664,-0.117611,0.3553,-1,1,8
241,-0.1477,-0.390432,0.2643,0.346525,0.8136,-1,1,8.033333333
241,-0.1443,-0.178533,0.2602,0.342707,0.7502,-1,1,8.033333333
241,-0.0543,-0.367524,0.2663,-0.113627,0.3815,-1,1,8.033333333
241,0.1676,-0.127903,0.2655,0.005976,0.3111,-1,1,8.033333333
242,-0.1471,-0.404127,0.2679,0.342209,0.783,-1,1,8.066666667
242,-0.1449,-0.180027,0.2616,0.339968,0.5074,-1,1,8.066666667
242,0.1655,-0.130725,0.2661,-0.005395,0.4074,-1,1,8.066666667
242,-0.0667,-0.371176,0.2665,-0.113959,0.404,-1,1,8.066666667
243,0.1713,-0.131555,0.2657,-0.013861,0.6767,-1,1,8.1
243,-0.0499,-0.356153,0.2729,-0.117611,0.5056,-1,1,8.1
243,-0.1465,-0.173553,0.2689,0.338806,0.3784,-1,1,8.1
243,-0.1036,-0.037765,-0.0738,0.014774,0.2549,-1,1,8.1
244,-0.1476,-0.39425,0.2713,0.334905,0.7421,-1,1,8.133333333
244,0.1777,-0.129231,0.2652,-0.020086,0.6684,-1,1,8.133333333
244,-0.0457,-0.35275,0.2646,-0.110556,0.3723,-1,1,8.133333333
245,-0.1456,-0.411348,0.2662,0.330589,0.8777,-1,1,8.166666667
245,0.1834,-0.129646,0.2671,-0.026145,0.5437,-1,1,8.166666667
246,-0.1463,-0.399977,0.2645,0.326854,0.8311,-1,1,8.2
247,-0.1507,-0.412261,0.2616,0.328265,0.8822,-1,1,8.233333333
247,-0.1617,-0.137614,-0.1024,-0.045567,0.3473,-1,1,8.233333333
248,-0.1509,-0.411929,0.2624,0.326356,0.8755,-1,1,8.266666667
249,-0.1502,-0.391677,0.2643,0.324198,0.8738,-1,1,8.3
249,-0.1626,-0.138278,-0.1143,-0.047144,0.2736,-1,1,8.3
250,-0.1709,-0.406617,0.2633,0.319301,0.8584,-1,1,8.333333333
251,-0.1732,-0.414502,0.258,0.317475,0.8954,-1,1,8.366666667
