Unnamed: 0,x1,y1,x2,y2,confidence,cluster,new_cluster,Time (seconds),Timestamp (Current Time),X,Y,Result
39,0.1287,-0.340134,0.366,0.001909,0.2782,-1,1,1.3,2025-01-03 17:46:21.431900,-0.254998336092999,0.4704536564832252,X
46,0.1258,-0.327684,0.3614,0.006889,0.317,-1,1,1.5,2025-01-03 17:46:21.613400,-0.2456137286270256,0.4626857153676412,X
48,0.126,-0.33283,0.3501,0.00498,0.4046,-1,1,1.6,2025-01-03 17:46:21.734100,-0.2405767768702555,0.4560203271011474,X
102,-0.0626,-0.084328,-0.0323,-0.049302,0.3135,-1,1,3.4,2025-01-03 17:46:23.516200,0.7114282832742396,0.9144312385965822,X
104,-0.0635,-0.082004,-0.0315,-0.055112,0.2597,-1,1,3.5,2025-01-03 17:46:23.639900,0.9147620183038369,0.9413164967372528,X
122,-0.064,-0.087731,-0.0295,-0.051128,0.2599,-1,1,4.1,2025-01-03 17:46:24.240200,-0.2820181711665862,0.4893095804547269,X
125,-0.0655,-0.084909,-0.0324,-0.054531,0.3189,-1,1,4.2,2025-01-03 17:46:24.332100,-0.278362587754357,0.4895760883054471,X
128,-0.0658,-0.084909,-0.035,-0.05312,0.432,-1,1,4.3,2025-01-03 17:46:24.423800,-0.2771052415957342,0.495149243050404,X
131,-0.0676,-0.086154,-0.0373,-0.053369,0.3917,-1,1,4.4,2025-01-03 17:46:24.512700,-0.2748852002443592,0.4997472662082313,X
136,-0.0693,-0.083332,-0.0391,-0.055776,0.2754,-1,1,4.5,2025-01-03 17:46:24.634100,-0.2790446852083275,0.5049177877120499,X
137,-0.0705,-0.084245,-0.0396,-0.055029,0.4601,-1,1,4.6,2025-01-03 17:46:24.724600,-0.2814679824123373,0.5087476042335086,X
140,-0.0725,-0.082419,-0.0397,-0.054365,0.2533,-1,1,4.7,2025-01-03 17:46:24.815600,-0.2839614229088977,0.5114868921658088,X
143,-0.0716,-0.080178,-0.0379,-0.056855,0.2999,-1,1,4.8,2025-01-03 17:46:24.935500,-0.2753142904735705,0.5126169931328015,X
181,-0.1247,-0.148653,-0.0557,-0.079182,0.2724,-1,1,6.0,2025-01-03 17:46:26.113600,-0.2060270163463355,0.3056132565491612,X
182,0.131,-0.326439,0.3409,0.000913,0.3082,-1,1,6.1,2025-01-03 17:46:26.233400,-0.2202334530928709,0.4293201887234515,X
187,-0.0754,-0.042662,-0.0386,-0.004316,0.4416,-1,1,6.2,2025-01-03 17:46:26.325900,-0.2259778570769608,0.4844881214220535,X
188,-0.0761,-0.041749,-0.0376,0.001411,0.5563,-1,1,6.3,2025-01-03 17:46:26.415000,-0.2227128403623424,0.5027859043728554,X
191,-0.0772,-0.037433,-0.022,0.005478,0.4229,-1,1,6.4,2025-01-03 17:46:26.537600,-0.2343901138987031,0.4759128499586823,X
194,-0.0778,-0.033864,-0.0504,-0.000249,0.2518,-1,1,6.5,2025-01-03 17:46:26.627700,-0.2494456407294952,0.4414536540604266,X
220,-0.1714,-0.215053,0.2735,0.375575,0.3687,-1,1,7.3,2025-01-03 17:46:27.471600,-0.1809848535939962,0.1775948195898883,O
221,-0.1734,-0.197042,0.2688,0.265932,0.6047,-1,1,7.4,2025-01-03 17:46:27.533000,-0.1550068245369837,0.1648013659559282,O
224,-0.1533,-0.181853,0.2711,0.263027,0.8969,-1,1,7.5,2025-01-03 17:46:27.624800,-0.139182645149014,0.1836057830229474,O
227,-0.1482,-0.177952,0.1377,0.254561,0.5736,-1,1,7.6,2025-01-03 17:46:27.717100,-0.1242240904988516,0.2015335148876938,O
230,-0.1495,-0.17015,0.2654,0.257798,0.835,-1,1,7.7,2025-01-03 17:46:27.835800,-0.1090520103301047,0.1965793941693286,O
233,-0.1535,-0.155293,0.2661,0.258545,0.6481,-1,1,7.8,,,,X
236,-0.1472,-0.146412,0.2696,0.283777,0.6235,-1,1,7.9,,,,X
239,-0.1519,-0.397819,0.2686,0.321625,0.7491,-1,1,8.0,,,,X
242,-0.1471,-0.404127,0.2679,0.342209,0.783,-1,1,8.1,,,,X
245,-0.1456,-0.411348,0.2662,0.330589,0.8777,-1,1,8.2,,,,X
248,-0.1509,-0.411929,0.2624,0.326356,0.8755,-1,1,8.3,,,,X
251,-0.1732,-0.414502,0.258,0.317475,0.8954,-1,1,8.4,,,,X
254,-0.1788,-0.403214,0.2576,0.317724,0.7895,-1,1,8.5,,,,X
257,-0.1913,-0.40753,0.2514,0.311499,0.8841,-1,1,8.6,,,,X
260,-0.1837,-0.397155,0.2517,0.309175,0.7977,-1,1,8.7,,,,X
263,-0.1796,-0.398234,0.2502,0.304278,0.7845,-1,1,8.8,,,,X
266,-0.1835,-0.40919,0.253,0.30627,0.8521,-1,1,8.9,,,,X
269,-0.1785,-0.351256,0.2496,0.298468,0.831,-1,1,9.0,,,,X
272,-0.1827,-0.254395,0.2505,0.294899,0.8943,-1,1,9.1,,,,X
275,-0.1909,-0.258047,0.2488,0.292077,0.8773,-1,1,9.2,,,,X
278,-0.1856,-0.237546,0.2517,0.299796,0.6569,-1,1,9.3,,,,X
281,-0.1937,-0.240285,0.2532,0.310918,0.801,-1,1,9.4,,,,X
284,-0.182,-0.226175,0.2585,0.323368,0.8434,-1,1,9.5,,,,X
287,-0.1905,-0.359307,0.267,0.325526,0.821,-1,1,9.6,,,,X
290,-0.1827,-0.330921,0.2574,0.321957,0.8164,-1,1,9.7,,,,X
293,-0.168,-0.279212,0.2615,0.323866,0.8897,-1,1,9.8,,,,X
296,-0.1881,-0.243854,0.2561,0.32536,0.8622,-1,1,9.9,,,,X
299,-0.1605,-0.371176,0.2585,0.329759,0.856,-1,1,10.0,,,,X
302,-0.2033,-0.348932,0.2593,0.335901,0.8864,-1,1,10.1,,,,X
305,-0.1604,-0.356319,0.2899,0.338308,0.9255,-1,1,10.2,,,,X
308,-0.1759,-0.38429,0.2769,0.33698,0.7857,-1,1,10.3,,,,X
311,-0.1607,-0.385535,0.2746,0.331004,0.8707,-1,1,10.4,,,,X
314,-0.1585,-0.225511,0.2496,0.332747,0.837,-1,1,10.5,,,,X
317,-0.1564,-0.248585,0.2583,0.338474,0.7344,-1,1,10.6,,,,X
320,-0.1602,-0.272074,0.2536,0.337063,0.7843,-1,1,10.7,,,,X
323,-0.1594,-0.264189,0.2596,0.343869,0.7427,-1,1,10.8,,,,X
326,0.1029,-0.241945,0.2624,-0.099434,0.6801,-1,1,10.9,,,,X
329,-0.1575,-0.20999,0.2466,0.337146,0.729,-1,1,11.0,,,,X
332,-0.1661,-0.199864,0.2482,0.333743,0.8447,-1,1,11.1,,,,X
335,-0.1731,-0.319301,0.2568,0.333079,0.6849,-1,1,11.2,,,,X
338,-0.1723,-0.361631,0.2666,0.331502,0.6495,-1,1,11.3,,,,X
341,-0.1682,-0.394665,0.279,0.334988,0.7652,-1,1,11.4,,,,X
344,-0.1729,-0.246012,0.2802,0.341047,0.6707,-1,1,11.5,,,,X
347,-0.1836,-0.174383,0.2758,0.343122,0.6909,-1,1,11.6,,,,X
350,-0.1916,-0.150977,0.275,0.347438,0.6813,-1,1,11.7,,,,X
353,-0.1811,-0.144752,0.2818,0.351256,0.8486,-1,1,11.8,,,,X
356,-0.1748,-0.13114,0.2915,0.3569,0.8251,-1,1,11.9,,,,X
359,-0.1811,-0.107153,0.2889,0.359971,0.525,-1,1,12.0,,,,X
362,-0.0952,-0.065653,0.2868,0.371342,0.8128,-1,1,12.1,,,,X
365,-0.1893,-0.386946,0.332,0.405787,0.3922,-1,1,12.2,,,,X
368,-0.2,-0.355738,0.2971,0.415,0.5775,-1,1,12.3,,,,X
371,-0.2103,-0.390764,0.3071,0.413755,0.7601,-1,1,12.4,,,,X
374,-0.1634,-0.415,0.2762,0.412344,0.6133,-1,1,12.5,,,,X
377,-0.2466,0.081008,-0.1058,0.293571,0.6053,-1,1,12.6,,,,X
380,-0.2605,0.06806,-0.1104,0.282698,0.7132,-1,1,12.7,,,,X
383,-0.2714,0.104082,-0.1303,0.280291,0.6004,-1,1,12.8,,,,X
386,-0.2801,-0.397238,0.2632,0.39591,0.6764,-1,1,12.9,,,,X
389,-0.2589,-0.381136,0.2861,0.370429,0.4181,-1,1,13.0,,,,X
397,-0.254,-0.019422,0.1943,0.415,0.6984,-1,1,13.2,,,,X
398,-0.2564,-0.012533,0.1923,0.414834,0.6207,-1,1,13.3,,,,X
401,-0.2703,-0.375409,0.2294,0.414585,0.829,-1,1,13.4,,,,X
404,-0.2775,-0.353995,0.2221,0.414834,0.7514,-1,1,13.5,,,,X
407,0.027,-0.086901,0.1993,0.042413,0.5752,-1,1,13.6,,,,X
410,-0.2802,-0.376073,0.2376,0.414004,0.6882,-1,1,13.7,,,,X
413,-0.249,-0.371591,0.1987,0.411763,0.7756,-1,1,13.8,,,,X
416,-0.2871,-0.353746,0.1846,0.410601,0.9015,-1,1,13.9,,,,X
419,-0.2575,-0.355655,0.2511,0.410767,0.8272,-1,1,14.0,,,,X
422,-0.3051,-0.408443,0.2393,0.410435,0.9005,-1,1,14.1,,,,X
553,-0.2848,-0.409356,0.3807,0.31291,0.8544,-1,31,18.4,,,,X
554,-0.2823,-0.406534,0.3152,0.314487,0.9168,-1,31,18.5,,,,X
557,-0.2809,-0.411182,0.2464,0.31872,0.9035,-1,31,18.6,,,,X
560,-0.2837,-0.357647,0.2406,0.31457,0.917,-1,31,18.7,,,,X
563,-0.279,-0.344865,0.2396,0.312993,0.9127,-1,31,18.8,,,,X
566,-0.2797,-0.398317,0.2785,0.312827,0.7867,-1,31,18.9,,,,X
650,-0.2677,-0.130061,-0.199,0.001411,0.352,-1,31,21.7,2025-01-03 17:46:41.822200,-0.8797274705825051,0.1037874893318342,X
653,-0.2673,-0.129978,-0.1993,0.001245,0.4549,-1,31,21.8,2025-01-03 17:46:41.913500,-0.8893858702909253,0.0405863639328913,X
678,-0.338,0.04897,-0.2647,0.254976,0.269,-1,31,22.6,2025-01-03 17:46:42.726700,-0.5767597950931389,0.0566453912043615,O
778,-0.1461,-0.402882,-0.0691,-0.094454,0.3264,-1,31,25.9,2025-01-03 17:46:46.020600,-0.0630131249033381,0.133990276680913,O
779,-0.1408,-0.404376,-0.0689,-0.079929,0.4264,-1,31,26.0,2025-01-03 17:46:46.139500,-0.087755204577028,0.1248477114019685,O
