frame	x1	y1	x2	y2	confidence	cluster	new_cluster
0	0.0749	-0.3305	0.1004	-0.238	0.6862	-1	1
1	0.0747	-0.331	0.101	-0.2375	0.6647	-1	1
2	0.0748	-0.3316	0.101	-0.2395	0.734	-1	1
3	0.0748	-0.3315	0.1011	-0.2395	0.7306	-1	1
4	0.0752	-0.3359	0.1019	-0.2398	0.7622	-1	1
5	0.0752	-0.336	0.1019	-0.2398	0.763	-1	1
5	0.3858	0.4143	0.4985	0.4986	0.2526	-1	1
6	0.0761	-0.3359	0.104	-0.2409	0.7158	-1	1
7	0.0773	-0.3398	0.1049	-0.2406	0.6979	-1	1
8	0.0792	-0.3402	0.1051	-0.2409	0.4733	-1	1
9	0.0792	-0.3404	0.1051	-0.2407	0.4988	-1	1
10	0.0811	-0.3453	0.1089	-0.2315	0.3756	-1	1
11	0.081	-0.3476	0.1125	-0.2401	0.5559	-1	1
11	0.075	-0.1902	0.0918	-0.1401	0.291	-1	1
12	0.0836	-0.3479	0.1104	-0.2341	0.5617	-1	1
12	0.0759	-0.1938	0.0929	-0.1412	0.5275	-1	1
13	0.0772	-0.1937	0.0937	-0.1408	0.4646	-1	1
13	0.0847	-0.3484	0.1115	-0.2331	0.287	-1	1
14	0.0781	-0.1951	0.0944	-0.1384	0.4042	-1	1
14	0.0851	-0.3514	0.115	-0.2431	0.3897	-1	1
15	0.0863	-0.3543	0.1172	-0.2438	0.3956	-1	1
15	0.2528	0.2199	0.2899	0.3506	0.2992	-1	1
15	0.0782	-0.1901	0.0949	-0.139	0.2869	-1	1
16	0.0868	-0.3524	0.1167	-0.2446	0.4117	-1	1
16	0.2542	0.2376	0.2855	0.3476	0.2642	-1	1
17	0.087	-0.3507	0.1169	-0.2448	0.5738	-1	1
17	0.2543	0.2387	0.2839	0.3481	0.2975	-1	1
18	0.087	-0.3508	0.1168	-0.2447	0.5866	-1	1
18	0.2542	0.2388	0.2838	0.3482	0.3038	-1	1
19	0.087	-0.3508	0.1168	-0.2447	0.5869	-1	1
19	0.2542	0.2387	0.2838	0.3482	0.3058	-1	1
20	0.0871	-0.3484	0.1141	-0.2455	0.4397	-1	1
20	0.2512	0.2379	0.2812	0.3503	0.3155	-1	1
21	0.0872	-0.3488	0.1131	-0.2457	0.4783	-1	1
21	0.2551	0.2453	0.2814	0.3515	0.2703	-1	1
22	0.0871	-0.3493	0.1157	-0.2436	0.5774	-1	1
23	0.0864	-0.3494	0.1143	-0.2443	0.5263	-1	1
24	0.0856	-0.3479	0.1122	-0.2453	0.4302	-1	1
25	0.0855	-0.3479	0.1122	-0.2453	0.4148	-1	1
26	0.0848	-0.3476	0.1123	-0.2447	0.4089	-1	1
27	0.0836	-0.3504	0.1119	-0.2496	0.2969	-1	1
28	0.0825	-0.3478	0.1143	-0.2503	0.6498	-1	1
29	0.0825	-0.3477	0.1148	-0.2504	0.6592	-1	1
30	0.0817	-0.3466	0.1136	-0.2512	0.5649	-1	1
31	0.2493	0.2673	0.2768	0.3515	0.3325	-1	1
31	0.0815	-0.343	0.105	-0.2542	0.3028	-1	1
32	0.0812	-0.3442	0.1054	-0.2578	0.2786	-1	1
33	0.2509	0.2638	0.2818	0.3507	0.3951	-1	1
33	0.0813	-0.3453	0.1058	-0.2581	0.3528	-1	1
34	0.0813	-0.3481	0.1076	-0.257	0.3722	-1	1
35	0.0813	-0.3481	0.1076	-0.2572	0.3706	-1	1
36	0.0813	-0.3477	0.1076	-0.2593	0.423	-1	1
37	0.0814	-0.3502	0.1091	-0.2589	0.3741	-1	1
38	0.0815	-0.3497	0.1123	-0.2597	0.3429	-1	1
39	0.0815	-0.3497	0.1125	-0.2597	0.3407	-1	1
40	0.0816	-0.35	0.1142	-0.2613	0.2658	-1	1
41	0.0816	-0.3544	0.1152	-0.2612	0.2917	-1	1
42	0.0818	-0.3575	0.1168	-0.2609	0.268	-1	1
43	0.0819	-0.3569	0.1162	-0.2611	0.3191	-1	1
44	0.0819	-0.3568	0.1167	-0.2596	0.4089	-1	1
45	0.0819	-0.357	0.1167	-0.2596	0.4124	-1	1
46	0.0822	-0.3584	0.1166	-0.2533	0.3176	-1	1
47	0.0824	-0.3565	0.1163	-0.2512	0.3757	-1	1
48	0.0823	-0.3558	0.115	-0.2493	0.5079	-1	1
48	-0.4885	-0.016	-0.4658	0.0539	0.2747	-1	1
49	0.0823	-0.3558	0.1149	-0.2492	0.4932	-1	1
50	0.0818	-0.358	0.117	-0.2444	0.5089	-1	1
50	0.3856	0.4145	0.4982	0.4985	0.3009	-1	1
51	0.0818	-0.359	0.1165	-0.2423	0.5224	-1	1
51	0.3853	0.4136	0.4983	0.4985	0.3159	-1	1
52	0.0815	-0.3584	0.1142	-0.2442	0.5593	-1	1
52	0.3851	0.4139	0.4982	0.4986	0.2913	-1	1
53	0.0817	-0.3587	0.1162	-0.2423	0.6405	-1	1
53	0.3848	0.4141	0.4982	0.4985	0.3171	-1	1
54	0.0818	-0.3585	0.1158	-0.2438	0.6419	-1	1
54	0.3845	0.4137	0.4982	0.4985	0.3519	-1	1
55	0.0818	-0.3585	0.1157	-0.244	0.6413	-1	1
55	0.3845	0.4137	0.4982	0.4985	0.3485	-1	1
56	0.0819	-0.3603	0.1187	-0.2428	0.6547	-1	1
56	0.3842	0.4135	0.4983	0.4983	0.3809	-1	1
57	0.0822	-0.3614	0.1194	-0.2414	0.6613	-1	1
57	0.3837	0.4133	0.4983	0.4984	0.3479	-1	1
58	0.0827	-0.3634	0.119	-0.2343	0.7147	-1	1
58	0.3834	0.4139	0.4983	0.4985	0.3407	-1	1
59	0.0827	-0.3633	0.1191	-0.2335	0.7238	-1	1
59	0.3834	0.4139	0.4983	0.4985	0.3309	-1	1
60	0.0833	-0.3611	0.1187	-0.2462	0.6507	-1	1
60	0.2607	0.2995	0.2792	0.343	0.3192	-1	1
60	0.3829	0.414	0.4983	0.4986	0.2632	-1	1
61	0.0855	-0.3613	0.121	-0.2435	0.6686	-1	1
61	0.3827	0.4142	0.4983	0.4986	0.2895	-1	1
62	0.0867	-0.3594	0.1235	-0.243	0.685	-1	1
62	0.3826	0.4139	0.4983	0.4985	0.3255	-1	1
63	0.0875	-0.362	0.1253	-0.2404	0.7564	-1	1
63	0.3826	0.4143	0.4983	0.4986	0.3071	-1	1
64	0.0894	-0.3651	0.1317	-0.2374	0.582	-1	1
64	0.3824	0.4139	0.4984	0.4986	0.2761	-1	1
65	0.0891	-0.3637	0.1303	-0.238	0.5744	-1	1
65	0.3824	0.414	0.4984	0.4987	0.2912	-1	1
66	0.0916	-0.3639	0.1315	-0.2424	0.4487	-1	1
67	0.0934	-0.3629	0.1345	-0.2436	0.387	-1	1
68	0.0948	-0.3626	0.1362	-0.2447	0.286	-1	1
69	0.0948	-0.3625	0.1359	-0.2447	0.2613	-1	1
70	0.096	-0.3638	0.1381	-0.2455	0.4503	-1	1
71	0.0979	-0.3643	0.1381	-0.2479	0.3612	-1	1
72	-0.3443	-0.1203	-0.2555	0.082	0.5372	-1	1
72	0.0993	-0.3617	0.1379	-0.2529	0.3163	-1	1
73	0.1001	-0.3659	0.137	-0.2545	0.6786	-1	1
73	-0.344	-0.1212	-0.2552	0.0839	0.5711	-1	1
74	0.1009	-0.3699	0.139	-0.2578	0.6261	-1	1
74	-0.3436	-0.1208	-0.254	0.0855	0.4174	-1	1
75	0.1009	-0.3699	0.1389	-0.2578	0.6189	-1	1
75	-0.3434	-0.1207	-0.254	0.0857	0.4528	-1	1
76	0.1023	-0.3692	0.1407	-0.26	0.6337	-1	1
77	0.1038	-0.374	0.144	-0.2608	0.6667	-1	1
78	0.1039	-0.3719	0.1443	-0.2615	0.6061	-1	1
79	0.1039	-0.372	0.1443	-0.2616	0.6055	-1	1
80	0.1041	-0.3731	0.1446	-0.2626	0.5835	-1	1
81	0.1045	-0.3744	0.1457	-0.2632	0.5317	-1	1
82	0.1045	-0.3755	0.1442	-0.2656	0.3594	-1	1
83	0.1041	-0.3762	0.1434	-0.2644	0.4092	-1	1
83	-0.3253	-0.2239	-0.275	-0.1029	0.2628	-1	1
84	0.1041	-0.3755	0.1426	-0.2649	0.6024	-1	1
84	-0.3249	-0.2213	-0.2746	-0.1069	0.267	-1	1
85	0.1041	-0.3757	0.1429	-0.2648	0.6046	-1	1
85	-0.3249	-0.2198	-0.2745	-0.1066	0.2622	-1	1
86	0.1035	-0.3753	0.1422	-0.264	0.6236	-1	1
87	0.1031	-0.3721	0.1408	-0.2636	0.6041	-1	1
88	0.1016	-0.3726	0.141	-0.2645	0.5939	-1	1
89	0.1016	-0.3728	0.1411	-0.2646	0.6089	-1	1
90	0.1013	-0.3728	0.1421	-0.2647	0.6787	-1	1
91	0.1001	-0.3795	0.141	-0.2661	0.6565	-1	1
97	-0.2592	0.2717	-0.1804	0.3502	0.541	-1	1
98	-0.2413	0.2313	-0.171	0.3131	0.2802	-1	1
99	-0.2413	0.2303	-0.171	0.3134	0.2635	-1	1
101	-0.2224	0.1922	-0.1816	0.3534	0.432	-1	1
103	-0.2885	0.3884	-0.2142	0.5	0.8452	-1	1
103	-0.1869	-0.0251	-0.1471	0.1358	0.2573	-1	1
104	-0.1611	-0.1279	-0.1209	0.0174	0.7486	-1	1
105	-0.1612	-0.1278	-0.1208	0.0175	0.751	-1	1
106	-0.1278	-0.2274	-0.0859	-0.0897	0.6731	-1	1
107	-0.2185	0.1397	-0.1634	0.3033	0.5484	-1	1
107	-0.0954	-0.3011	-0.0543	-0.1762	0.2682	-1	1
108	-0.202	0.1035	-0.1526	0.2698	0.8099	-1	1
108	-0.0272	0.0556	0.0196	0.2649	0.2588	-1	1
109	-0.202	0.104	-0.1527	0.2694	0.8087	-1	1
110	-0.0248	0.0279	0.0274	0.2428	0.3376	-1	1
111	-0.1584	0.2465	-0.0854	0.4782	0.8962	-1	1
112	-0.1946	0.2242	-0.1207	0.4399	0.8463	-1	1
112	-0.4505	-0.4062	-0.3425	-0.2316	0.2731	-1	1
113	-0.2538	0.1837	-0.1834	0.4067	0.3988	-1	1
114	-0.3294	0.1225	-0.262	0.3507	0.3764	-1	1
115	-0.3295	0.1225	-0.262	0.3512	0.4579	-1	1
116	-0.3295	0.1225	-0.262	0.3513	0.4502	-1	1
147	0.2192	-0.1209	0.2442	-0.0539	0.2848	-1	1
148	0.2165	-0.1267	0.2426	-0.0574	0.7172	-1	1
148	0.1749	-0.1507	0.2084	-0.0503	0.6756	-1	1
149	0.2165	-0.1267	0.2426	-0.0576	0.7005	-1	1
149	0.175	-0.1507	0.2084	-0.0501	0.6791	-1	1
150	0.2147	-0.1285	0.242	-0.0581	0.7967	-1	1
150	0.1746	-0.1494	0.209	-0.0526	0.6244	-1	1
151	0.2129	-0.1287	0.2401	-0.061	0.7122	-1	1
151	0.1737	-0.1458	0.2082	-0.0499	0.5321	-1	1
152	0.212	-0.127	0.2382	-0.0577	0.709	-1	1
152	0.2743	-0.1636	0.3054	-0.075	0.6652	-1	1
152	0.2395	-0.0809	0.2897	0.0049	0.5726	-1	1
152	0.1705	-0.1453	0.2091	-0.048	0.2786	-1	1
153	0.2099	-0.1257	0.2368	-0.0561	0.7687	-1	1
153	0.2733	-0.1632	0.3023	-0.0707	0.6286	-1	1
153	0.1687	-0.1435	0.2048	-0.0437	0.4023	-1	1
154	0.21	-0.1255	0.2369	-0.0561	0.7608	-1	1
154	0.274	-0.1622	0.3022	-0.0702	0.6258	-1	1
154	0.1687	-0.1435	0.2047	-0.0434	0.367	-1	1
155	0.2732	-0.1626	0.3002	-0.0695	0.3276	-1	1
155	0.2087	-0.1255	0.2344	-0.0544	0.2875	-1	1
155	0.1683	-0.1434	0.2053	-0.0467	0.262	-1	1
156	0.1688	-0.1421	0.2025	-0.0519	0.5216	-1	1
156	-0.0635	-0.1287	-0.0341	-0.0779	0.292	-1	1
157	0.1693	-0.1424	0.2036	-0.0517	0.7041	-1	1
158	0.1677	-0.1422	0.204	-0.0524	0.6469	-1	1
158	0.0325	-0.0895	0.0558	0.0004	0.5171	-1	1
159	0.1675	-0.1426	0.2043	-0.0523	0.6455	-1	1
159	0.0324	-0.0894	0.0557	0.0012	0.4697	-1	1
161	0.1692	-0.1438	0.2074	-0.057	0.3019	-1	1
162	0.2469	-0.1281	0.2809	-0.0104	0.3255	-1	1
165	0.2472	-0.1232	0.2806	-0.011	0.4589	-1	1
167	0.2465	-0.1179	0.2809	-0.0172	0.4976	-1	1
167	0.1616	-0.1346	0.1971	-0.0587	0.3694	-1	1
168	0.2457	-0.118	0.283	-0.016	0.715	-1	1
168	0.1597	-0.1353	0.1982	-0.053	0.2521	-1	1
169	0.2457	-0.1179	0.283	-0.016	0.71	-1	1
169	0.1597	-0.1352	0.1978	-0.0532	0.27	-1	1
170	0.2454	-0.1176	0.2834	-0.0168	0.3551	-1	1
171	0.2464	-0.1148	0.2819	-0.0142	0.6763	-1	1
172	0.245	-0.0897	0.2793	-0.0074	0.6717	-1	1
173	0.2451	-0.0908	0.2795	-0.0074	0.6676	-1	1
174	0.2461	-0.0854	0.2786	-0.0029	0.505	-1	1
175	0.2469	-0.0702	0.2761	-0.003	0.5707	-1	1
176	0.249	-0.0858	0.2783	-0.0055	0.2957	-1	1
183	-0.1236	-0.156	-0.0749	-0.0705	0.386	-1	1
184	-0.1233	-0.1559	-0.0748	-0.0708	0.3855	-1	1
189	-0.1312	-0.1402	-0.0828	-0.0643	0.2638	-1	1
195	0.1391	-0.2027	0.2306	0.07	0.7198	-1	1
196	0.1305	-0.2076	0.2208	0.0706	0.8124	-1	1
197	0.1239	-0.213	0.2178	0.0862	0.8696	-1	1
201	0.1155	-0.1756	0.1509	0.0012	0.3734	-1	1
202	0.0944	-0.2618	0.1994	0.077	0.4402	-1	1
203	0.085	-0.2617	0.1849	0.0639	0.8543	-1	1
204	0.0851	-0.2599	0.1853	0.0662	0.8713	-1	1
205	0.0725	-0.2639	0.1645	0.0804	0.4783	-1	1
206	0.0659	-0.2706	0.164	0.0741	0.6324	-1	1
206	0.0661	-0.2689	0.1295	0.074	0.5938	-1	1
207	0.0116	-0.2518	0.1511	0.4083	0.4324	-1	1
207	0.065	-0.2568	0.1104	0.0984	0.2811	-1	1
211	0.026	-0.3618	0.1404	0.0584	0.9156	-1	1
212	0.0176	-0.3576	0.13	0.0519	0.8972	-1	1
213	0.0147	-0.354	0.1274	0.0888	0.8879	-1	1
214	0.0147	-0.354	0.1275	0.0887	0.8855	-1	1
215	0.0091	-0.3503	0.1203	0.1177	0.8075	-1	1
215	0.341	-0.109	0.4996	0.4715	0.413	-1	1
216	-0.0096	-0.3699	0.1083	0.1273	0.8814	-1	1
216	0.4009	-0.0757	0.4993	0.4898	0.3413	-1	1
217	-0.0294	-0.3283	0.0983	0.0921	0.3619	-1	1
217	-0.0293	-0.101	0.0992	0.087	0.3308	-1	1
218	-0.0517	-0.0931	0.0747	0.0892	0.7225	-1	1
219	-0.0517	-0.0925	0.0744	0.0879	0.7388	-1	1
221	0.1416	-0.1982	0.2235	0.0379	0.7389	-1	1
222	0.1379	-0.1877	0.2049	0.0594	0.8408	-1	1
223	0.1379	-0.1876	0.2049	0.0598	0.8374	-1	1
224	0.1381	-0.1887	0.2129	0.0465	0.8701	-1	1
225	0.1366	-0.1853	0.2156	0.1157	0.8667	-1	1
227	0.1333	-0.1883	0.2	0.114	0.5029	-1	1
227	0.1327	-0.1963	0.2367	0.1215	0.4247	-1	1
228	0.1333	-0.1883	0.2031	0.1143	0.5404	-1	1
228	0.1326	-0.196	0.2368	0.1209	0.4836	-1	1
231	0.1534	-0.2433	0.2278	0.1046	0.6709	-1	1
232	0.1523	-0.3006	0.2692	0.1426	0.4974	-1	1
233	0.1329	-0.325	0.2673	0.1455	0.754	-1	1
234	0.1329	-0.325	0.2668	0.1455	0.7222	-1	1
249	-0.1634	-0.3521	-0.1206	-0.1197	0.2826	-1	1
252	0.2377	-0.0136	0.3183	0.1585	0.6747	-1	1
252	-0.4072	0.0386	-0.368	0.1278	0.257	-1	1
256	0.3773	0.1614	0.4687	0.4101	0.8636	-1	1
256	0.359	-0.0187	0.4465	0.1271	0.536	-1	1
257	0.411	0.1566	0.4996	0.4073	0.8175	-1	1
257	0.3951	-0.0385	0.4815	0.1326	0.4901	-1	1
258	0.411	0.156	0.4996	0.4074	0.82	-1	1
258	0.3951	-0.0391	0.4812	0.1327	0.4999	-1	1
259	0.443	0.1912	0.4996	0.4066	0.5989	-1	1
259	0.434	-0.0672	0.4996	0.4045	0.4753	-1	1
