frame	x1	y1	x2	y2	confidence	cluster	new_cluster
262	-0.0646	0.2736	0.0077	0.3805	0.3741	-1	1
269	-0.4199	-0.0751	-0.3354	0.0259	0.6102	-1	1
270	-0.4684	-0.1054	-0.3405	0.0579	0.8975	-1	1
271	-0.4274	-0.0866	-0.3403	0.05	0.5664	-1	1
271	-0.3332	0.0983	-0.2889	0.2615	0.2876	-1	1
272	-0.4403	-0.1532	-0.3416	0.0113	0.8516	-1	1
274	-0.2674	0.0419	-0.0631	0.4988	0.5812	-1	1
276	-0.4461	-0.0662	-0.3455	0.1252	0.5422	-1	1
276	-0.2564	0.1604	-0.0602	0.4978	0.3133	-1	1
277	-0.462	-0.0932	-0.2957	0.481	0.4847	-1	1
278	-0.4618	-0.0934	-0.294	0.482	0.4418	-1	1
279	-0.4632	-0.1425	-0.2979	0.4976	0.7307	-1	1
280	-0.4595	-0.1338	-0.2684	0.4973	0.8701	-1	1
280	-0.46	-0.139	-0.0319	0.4976	0.3222	-1	1
280	-0.492	-0.1178	-0.4703	-0.0772	0.3203	-1	1
281	-0.4468	-0.0701	-0.3105	0.4975	0.6559	-1	1
282	-0.4451	0.0208	-0.3048	0.4971	0.6341	-1	1
283	-0.4856	0.0781	-0.2982	0.4983	0.87	-1	1
284	-0.4857	0.0773	-0.2989	0.4983	0.8721	-1	1
285	-0.4811	-0.0337	-0.2011	0.4994	0.9012	-1	1
286	-0.4737	-0.0532	-0.1877	0.4988	0.458	-1	1
287	-0.4833	-0.0554	0.1258	0.4997	0.5346	-1	1
287	-0.4851	-0.0391	-0.2205	0.4975	0.3369	-1	1
288	-0.4835	-0.0555	0.1275	0.5	0.5826	-1	1
288	-0.4853	-0.0386	-0.2219	0.4975	0.2796	-1	1
291	-0.4992	0.1316	-0.3035	0.499	0.8149	-1	1
292	-0.4988	0.1361	-0.2798	0.4976	0.5953	-1	1
296	-0.4998	-0.043	-0.4448	0.1887	0.2973	-1	1
299	-0.4296	0.1606	-0.3801	0.4936	0.369	-1	1
300	-0.4271	0.1337	-0.3745	0.5	0.5989	-1	1
300	-0.4998	-0.0839	-0.443	0.1339	0.5724	-1	1
300	-0.1966	-0.1577	-0.1619	-0.0498	0.2641	-1	1
301	-0.4998	-0.0995	-0.4356	0.1104	0.461	-1	1
301	-0.1882	-0.1725	-0.1527	-0.0661	0.2909	-1	1
302	-0.499	-0.1869	-0.2799	0.4966	0.8275	-1	1
303	-0.499	-0.1858	-0.2801	0.4965	0.8132	-1	1
304	-0.4998	-0.1435	-0.4161	0.0856	0.3462	-1	1
305	-0.2312	0.377	-0.1843	0.4994	0.5219	-1	1
306	-0.2211	0.4023	-0.1697	0.4998	0.6187	-1	1
306	-0.4997	-0.1299	-0.3888	0.4968	0.5191	-1	1
309	-0.4994	-0.2154	-0.2148	0.4954	0.5212	-1	1
310	-0.0285	-0.2017	0.22	0.2622	0.4464	-1	1
311	-0.0483	-0.482	0.2389	0.3324	0.6863	-1	1
312	-0.0487	-0.4849	0.2386	0.3322	0.7107	-1	1
315	0.0148	-0.5	0.2991	0.3066	0.2502	-1	1
316	0.0334	-0.4989	0.3099	0.3289	0.3828	-1	1
317	0.0333	-0.4989	0.3101	0.3301	0.4036	-1	1
318	0.044	-0.1914	0.1283	0.1444	0.6556	-1	1
319	0.044	-0.1914	0.1283	0.1445	0.6355	-1	1
320	0.0316	-0.5	0.3153	0.3439	0.6336	-1	1
321	0.0205	-0.5	0.3208	0.3515	0.5772	-1	1
322	0.0038	-0.1811	0.0923	0.024	0.7431	-1	1
323	0.0036	-0.1811	0.0922	0.0245	0.7374	-1	1
324	-0.013	-0.1538	0.0731	0.0297	0.7112	-1	1
325	-0.0287	-0.4982	0.2593	0.2431	0.8227	-1	1
326	-0.0382	-0.4974	0.2437	0.2901	0.9122	-1	1
327	-0.0485	-0.496	0.2151	0.3085	0.6284	-1	1
328	-0.0482	-0.4959	0.2187	0.3092	0.6667	-1	1
329	-0.0634	-0.4832	0.2075	0.3354	0.8867	-1	1
330	-0.0718	-0.4552	0.2067	0.4172	0.8477	-1	1
331	-0.0675	-0.4673	0.2072	0.3265	0.8301	-1	1
332	-0.0641	-0.4945	0.2107	0.3164	0.6842	-1	1
333	-0.0604	-0.4913	0.2248	0.2981	0.8881	-1	1
334	-0.0605	-0.4916	0.2244	0.297	0.8804	-1	1
335	-0.0599	-0.4943	0.2125	0.3751	0.7807	-1	1
336	-0.054	-0.4928	0.2205	0.4756	0.6692	-1	1
336	-0.0362	-0.0518	0.076	0.2739	0.3466	-1	1
337	-0.0544	-0.4987	0.2325	0.2992	0.4518	-1	1
338	-0.0544	-0.4986	0.2322	0.2935	0.4579	-1	1
340	-0.0208	-0.0413	0.0871	0.2615	0.5778	-1	1
341	-0.0335	-0.5	0.2473	0.293	0.4555	-1	1
341	-0.0363	-0.4934	0.4014	0.4935	0.2933	-1	1
356	0.0414	0.3477	0.0667	0.4255	0.3255	-1	1
357	0.0414	0.3478	0.0667	0.4254	0.3057	-1	1
371	0.0985	0.3193	0.2014	0.5	0.468	-1	1
372	0.0994	0.3156	0.2022	0.5	0.3593	-1	1
379	0.1106	0.3371	0.2069	0.4997	0.3367	-1	1
394	0.0716	-0.3328	0.13	-0.1787	0.394	-1	1
414	-0.0448	0.2174	-0.0043	0.3321	0.269	-1	1
420	0.4185	0.4442	0.4501	0.499	0.498	-1	1
421	0.4184	0.4437	0.4501	0.499	0.505	-1	1
422	0.4148	0.4266	0.4569	0.5	0.6045	-1	1
423	0.4116	0.4084	0.4653	0.5	0.6918	-1	1
424	0.4098	0.398	0.4687	0.4998	0.5077	-1	1
424	-0.0439	0.0255	-0.0026	0.1429	0.4276	-1	1
425	0.4098	0.3979	0.4688	0.4998	0.4841	-1	1
425	-0.0465	0.0244	-0.0028	0.1478	0.4193	-1	1
426	-0.0441	0.0154	-0.0035	0.1363	0.3814	-1	1
428	-0.0419	0.0014	-0.0041	0.0995	0.433	-1	1
429	-0.0427	-0.0038	-0.0048	0.092	0.3899	-1	1
430	-0.0432	-0.0163	-0.0057	0.0921	0.2593	-1	1
431	-0.044	-0.0225	-0.0053	0.0926	0.4605	-1	1
432	-0.0452	-0.0299	-0.0055	0.0913	0.3676	-1	1
433	-0.0465	-0.0238	-0.0052	0.0916	0.3507	-1	1
434	-0.0486	-0.0326	-0.0052	0.0924	0.5884	-1	1
435	-0.0479	-0.0289	-0.0046	0.0849	0.6431	-1	1
436	-0.0479	-0.0288	-0.0046	0.0858	0.6391	-1	1
437	-0.109	-0.4659	0.1476	0.5	0.8571	-1	1
438	-0.1093	-0.4641	0.1479	0.5	0.8547	-1	1
439	-0.1096	-0.4591	0.1473	0.5	0.8139	-1	1
440	-0.1099	-0.4535	0.1467	0.5	0.7633	-1	1
441	-0.1101	-0.4528	0.1474	0.5	0.7651	-1	1
442	-0.1117	-0.4547	0.1501	0.5	0.6937	-1	1
442	-0.1136	-0.4556	0.0813	0.2517	0.342	-1	1
443	-0.1111	-0.4487	0.1533	0.5	0.7492	-1	1
444	-0.1141	-0.4439	0.1528	0.5	0.728	-1	1
445	-0.1138	-0.4445	0.1536	0.5	0.7181	-1	1
446	-0.1141	-0.4362	0.152	0.5	0.767	-1	1
447	-0.1181	-0.4298	0.1564	0.5	0.6691	-1	1
448	-0.1205	-0.4346	0.1585	0.5	0.5146	-1	1
449	-0.1255	-0.4395	0.158	0.5	0.4703	-1	1
450	-0.112	-0.3904	0.1369	0.5	0.2819	-1	1
451	-0.1197	-0.4459	0.0875	0.5	0.3043	-1	1
452	-0.1181	-0.4456	0.0863	0.5	0.3003	-1	1
453	-0.1367	-0.4522	0.1088	0.5	0.3587	-1	1
454	-0.1264	-0.4444	0.0698	0.1696	0.4958	-1	1
455	-0.1266	-0.4448	0.0698	0.1694	0.4979	-1	1
456	-0.128	-0.4561	0.069	0.1702	0.6236	-1	1
457	-0.1266	-0.442	0.0922	0.4966	0.351	-1	1
457	-0.1261	-0.4311	0.0687	0.1769	0.3393	-1	1
458	-0.1231	-0.4267	0.1639	0.5	0.3993	-1	1
458	-0.1276	-0.4117	0.0683	0.1814	0.321	-1	1
459	-0.1258	-0.4314	0.1635	0.5	0.4069	-1	1
460	-0.1249	-0.4225	0.1664	0.5	0.3513	-1	1
461	-0.0255	-0.2248	0.0366	-0.0663	0.6456	-1	1
462	-0.0254	-0.2248	0.0363	-0.0664	0.6258	-1	1
463	-0.0248	-0.2268	0.0368	-0.0757	0.7982	-1	1
464	-0.0264	-0.2341	0.0344	-0.0802	0.847	-1	1
465	-0.0264	-0.2342	0.0344	-0.0802	0.8464	-1	1
466	-0.0273	-0.238	0.0347	-0.0845	0.8487	-1	1
467	-0.029	-0.2475	0.0339	-0.0882	0.8558	-1	1
468	-0.0307	-0.2486	0.034	-0.0945	0.872	-1	1
469	-0.0329	-0.2486	0.0339	-0.1025	0.8726	-1	1
470	-0.0324	-0.2579	0.0336	-0.1149	0.8626	-1	1
471	-0.0324	-0.2578	0.0336	-0.1151	0.8653	-1	1
472	-0.03	-0.2753	0.0312	-0.1271	0.8111	-1	1
473	-0.032	-0.2832	0.0322	-0.1341	0.8504	-1	1
474	-0.0324	-0.2886	0.0319	-0.1475	0.8231	-1	1
475	-0.0324	-0.2892	0.0319	-0.1476	0.8294	-1	1
476	-0.0334	-0.3013	0.0329	-0.1612	0.8648	-1	1
477	-0.0335	-0.3198	0.0304	-0.1765	0.8283	-1	1
477	-0.034	-0.2905	0.0224	-0.1778	0.3122	-1	1
478	-0.0312	-0.3319	0.0318	-0.1899	0.8295	-1	1
479	-0.0307	-0.347	0.0293	-0.2082	0.7954	-1	1
480	-0.0309	-0.3534	0.0321	-0.2214	0.8103	-1	1
481	-0.0297	-0.3787	0.0308	-0.2366	0.8573	-1	1
482	-0.0296	-0.3795	0.0308	-0.2367	0.8557	-1	1
483	-0.0275	-0.3915	0.0312	-0.2504	0.8253	-1	1
484	-0.0288	-0.3886	0.0305	-0.2609	0.8463	-1	1
485	-0.0288	-0.3885	0.0306	-0.2611	0.8427	-1	1
486	-0.027	-0.3855	0.0313	-0.2728	0.8098	-1	1
487	-0.0273	-0.4051	0.0328	-0.2827	0.8289	-1	1
488	-0.024	-0.4175	0.0339	-0.2946	0.5993	-1	1
488	0.2363	0.3822	0.2501	0.4979	0.4811	-1	1
489	0.2364	0.3568	0.2497	0.4905	0.4329	-1	1
489	-0.023	-0.4197	0.0325	-0.2999	0.4086	-1	1
490	0.2356	0.3411	0.2496	0.4757	0.4003	-1	1
491	0.2356	0.3412	0.2496	0.4769	0.4037	-1	1
492	-0.1072	0.3187	-0.0609	0.4989	0.4462	-1	1
493	-0.1063	0.2986	-0.059	0.4997	0.8268	-1	1
494	-0.1038	0.2821	-0.0557	0.4969	0.587	-1	1
495	-0.1025	0.2644	-0.0536	0.4898	0.2897	-1	1
496	-0.1019	0.253	-0.0525	0.483	0.2805	-1	1
496	-0.0235	-0.4171	0.0311	-0.2969	0.2616	-1	1
497	-0.0224	-0.4078	0.0302	-0.2853	0.6694	-1	1
498	-0.021	-0.3935	0.0324	-0.2816	0.7342	-1	1
499	-0.0216	-0.3903	0.0338	-0.2684	0.6715	-1	1
499	-0.0961	0.23	-0.0492	0.4247	0.2687	-1	1
