	x1	y1	x2	y2	confidence	cluster	new_cluster	
578.0	-0.3582	0.0533	-0.1184	0.2657	0.7042	-1	1	19.266666666666666
578.0	-0.2742	0.2377	-0.1513	0.4485	0.6352	-1	1	19.266666666666666
578.0	-0.1625	0.0157	-0.0079	0.2355	0.5701	-1	1	19.266666666666666
578.0	-0.1673	0.016	-0.0136	0.1406	0.354	-1	1	19.266666666666666
579.0	0.0662	-0.0027	0.3562	0.3554	0.7997	-1	1	19.3
579.0	-0.3571	0.0546	-0.1188	0.2713	0.708	-1	1	19.3
579.0	-0.159	0.0185	-0.0049	0.2298	0.6912	-1	1	19.3
579.0	-0.2801	0.2336	-0.1515	0.4759	0.6116	-1	1	19.3
579.0	-0.1643	0.0213	-0.0061	0.1407	0.279	-1	1	19.3
580.0	0.0674	-0.0014	0.3466	0.3528	0.833	-1	1	19.333333333333332
580.0	-0.3585	0.0531	-0.1178	0.2671	0.7328	-1	1	19.333333333333332
580.0	-0.1569	0.0135	-0.0004	0.2325	0.6984	-1	1	19.333333333333332
580.0	-0.2798	0.2342	-0.1486	0.4813	0.5724	-1	1	19.333333333333332
580.0	-0.1629	0.0225	-0.0176	0.14	0.3211	-1	1	19.333333333333332
581.0	0.0623	-0.0028	0.3684	0.3648	0.8032	-1	1	19.366666666666667
581.0	-0.3575	0.0586	-0.1172	0.2702	0.6206	-1	1	19.366666666666667
581.0	-0.2838	0.238	-0.151	0.4518	0.5877	-1	1	19.366666666666667
581.0	-0.1594	0.0153	0.0028	0.241	0.5165	-1	1	19.366666666666667
581.0	-0.3571	0.0777	-0.1839	0.2737	0.3288	-1	1	19.366666666666667
582.0	0.0616	0.0013	0.3651	0.3618	0.8549	-1	1	19.4
582.0	-0.3576	0.0544	-0.1164	0.2698	0.5537	-1	1	19.4
582.0	-0.2906	0.2393	-0.1492	0.4578	0.518	-1	1	19.4
582.0	-0.161	0.0154	0.0078	0.254	0.4743	-1	1	19.4
583.0	0.0618	0.0011	0.3654	0.3617	0.8558	-1	1	19.433333333333334
583.0	-0.3573	0.0547	-0.1166	0.2698	0.5457	-1	1	19.433333333333334
583.0	-0.291	0.239	-0.1493	0.4575	0.5206	-1	1	19.433333333333334
583.0	-0.1611	0.0154	0.0078	0.2538	0.4934	-1	1	19.433333333333334
584.0	0.0598	-0.0006	0.3672	0.3587	0.7937	-1	1	19.466666666666665
584.0	-0.3567	0.0573	-0.1186	0.2746	0.717	-1	1	19.466666666666665
584.0	-0.1591	0.0122	0.011	0.2537	0.7057	-1	1	19.466666666666665
584.0	-0.2795	0.2413	-0.1478	0.4562	0.4954	-1	1	19.466666666666665
585.0	-0.1605	0.0156	0.0125	0.2469	0.6369	-1	1	19.5
585.0	-0.3577	0.0555	-0.1233	0.2704	0.5458	-1	1	19.5
585.0	-0.2802	0.2434	-0.1477	0.4584	0.4334	-1	1	19.5
585.0	0.084	-0.0029	0.3412	0.2874	0.3635	-1	1	19.5
585.0	0.0396	-0.0028	0.3525	0.348	0.27	-1	1	19.5
585.0	-0.3572	0.0758	-0.1898	0.2756	0.2658	-1	1	19.5
586.0	0.0581	-0.0006	0.3558	0.365	0.5186	-1	1	19.533333333333335
586.0	-0.2726	0.2391	-0.1438	0.4812	0.4333	-1	1	19.533333333333335
586.0	-0.3569	0.0535	-0.1121	0.2735	0.3763	-1	1	19.533333333333335
587.0	0.0681	-0.0052	0.3494	0.3444	0.609	-1	1	19.566666666666666
587.0	-0.2589	0.2425	-0.147	0.4559	0.3735	-1	1	19.566666666666666
587.0	-0.3571	0.0583	-0.1101	0.2743	0.3531	-1	1	19.566666666666666
587.0	-0.3564	0.0456	-0.1061	0.4764	0.2542	-1	1	19.566666666666666
588.0	0.0683	-0.0044	0.3478	0.3432	0.6152	-1	1	19.6
588.0	-0.2576	0.2427	-0.1469	0.4558	0.3839	-1	1	19.6
588.0	-0.3571	0.0585	-0.1101	0.2743	0.3609	-1	1	19.6
588.0	-0.3564	0.0457	-0.1072	0.4758	0.2529	-1	1	19.6
589.0	0.0704	-0.0096	0.3749	0.3535	0.7091	-1	1	19.633333333333333
589.0	-0.3554	0.0565	-0.1108	0.2756	0.3979	-1	1	19.633333333333333
589.0	-0.2578	0.2429	-0.1455	0.4566	0.3737	-1	1	19.633333333333333
590.0	0.077	-0.0074	0.3775	0.3494	0.5884	-1	1	19.666666666666668
590.0	-0.2867	0.2401	-0.1454	0.4584	0.3795	-1	1	19.666666666666668
590.0	-0.3555	0.0601	-0.1172	0.274	0.3391	-1	1	19.666666666666668
591.0	0.0774	-0.0051	0.3775	0.3157	0.4449	-1	1	19.7
591.0	-0.2874	0.2409	-0.1444	0.4533	0.3266	-1	1	19.7
591.0	-0.3552	0.0601	-0.1078	0.2744	0.2863	-1	1	19.7
592.0	0.0877	-0.0009	0.3837	0.3532	0.7746	-1	1	19.733333333333334
592.0	-0.3535	0.0557	-0.1098	0.2724	0.4625	-1	1	19.733333333333334
592.0	-0.2784	0.2389	-0.1372	0.4766	0.4088	-1	1	19.733333333333334
592.0	-0.3532	0.0128	0.0471	0.4854	0.281	-1	1	19.733333333333334
593.0	0.0845	-0.0009	0.3887	0.3551	0.7876	-1	1	19.766666666666666
593.0	-0.2787	0.2379	-0.1373	0.4769	0.4529	-1	1	19.766666666666666
593.0	-0.3534	0.0556	-0.109	0.2722	0.4381	-1	1	19.766666666666666
593.0	-0.3531	0.0143	0.0442	0.486	0.3315	-1	1	19.766666666666666
594.0	0.0787	-0.0028	0.3721	0.3472	0.7906	-1	1	19.8
594.0	-0.3533	0.0551	-0.1062	0.2728	0.423	-1	1	19.8
594.0	-0.3523	0.0222	0.0462	0.4925	0.339	-1	1	19.8
594.0	-0.0317	0.0863	0.0388	0.2823	0.2666	-1	1	19.8
595.0	0.0933	-0.0058	0.3813	0.3294	0.6467	-1	1	19.833333333333332
595.0	-0.3537	0.056	-0.1184	0.2724	0.4363	-1	1	19.833333333333332
595.0	-0.0463	0.0576	0.0448	0.2861	0.399	-1	1	19.833333333333332
596.0	0.09	-0.0132	0.389	0.3413	0.7556	-1	1	19.866666666666667
596.0	-0.3541	0.0462	-0.0992	0.2763	0.542	-1	1	19.866666666666667
596.0	-0.278	0.2382	-0.1317	0.4813	0.2619	-1	1	19.866666666666667
597.0	0.0878	-0.0149	0.3828	0.3328	0.8237	-1	1	19.9
597.0	-0.3536	0.0488	-0.1212	0.2732	0.6425	-1	1	19.9
597.0	-0.2795	0.2356	-0.1323	0.4838	0.5258	-1	1	19.9
597.0	-0.0344	0.0587	0.0475	0.2741	0.4377	-1	1	19.9
598.0	0.0861	-0.0152	0.381	0.334	0.8204	-1	1	19.933333333333334
598.0	-0.3534	0.0496	-0.1229	0.2734	0.6227	-1	1	19.933333333333334
598.0	-0.2788	0.2359	-0.1326	0.4827	0.4141	-1	1	19.933333333333334
598.0	-0.0347	0.0587	0.0482	0.2752	0.336	-1	1	19.933333333333334
599.0	0.1002	-0.017	0.3872	0.3104	0.8243	-1	1	19.966666666666665
599.0	-0.3546	0.0474	-0.0877	0.2793	0.3359	-1	1	19.966666666666665
599.0	-0.0462	0.0192	0.0494	0.2726	0.3257	-1	1	19.966666666666665
600.0	0.0998	-0.0192	0.3886	0.3055	0.7837	-1	1	20.0
600.0	-0.0266	0.0621	0.0459	0.2682	0.5769	-1	1	20.0
600.0	-0.3537	0.0403	-0.0939	0.2732	0.4086	-1	1	20.0
600.0	-0.274	0.2357	-0.1303	0.4835	0.3566	-1	1	20.0
600.0	-0.3506	0.0222	0.044	0.4961	0.3136	-1	1	20.0
601.0	0.1026	-0.0195	0.3875	0.3101	0.8686	-1	1	20.033333333333335
601.0	-0.3529	0.0166	0.0547	0.4978	0.6804	-1	1	20.033333333333335
601.0	-0.354	0.041	-0.0911	0.2812	0.3868	-1	1	20.033333333333335
602.0	0.1009	-0.0163	0.3977	0.3194	0.7988	-1	1	20.066666666666666
602.0	-0.3514	0.0004	0.0551	0.4966	0.6441	-1	1	20.066666666666666
603.0	0.1011	-0.0153	0.3977	0.3049	0.7931	-1	1	20.1
603.0	-0.3518	-0.0038	0.0556	0.4968	0.7011	-1	1	20.1
604.0	0.1078	-0.0228	0.4004	0.298	0.7583	-1	1	20.133333333333333
604.0	-0.352	0.0096	0.0578	0.4939	0.5243	-1	1	20.133333333333333
605.0	-0.3518	0.0075	0.0623	0.4852	0.7124	-1	1	20.166666666666668
605.0	0.1163	-0.0207	0.4021	0.3211	0.709	-1	1	20.166666666666668
605.0	-0.3529	0.0112	0.0615	0.3384	0.6539	-1	1	20.166666666666668
606.0	0.1118	-0.0215	0.3969	0.2799	0.7887	-1	1	20.2
606.0	-0.3496	0.0069	0.0658	0.4911	0.6542	-1	1	20.2
607.0	-0.35	0.0182	0.0647	0.5	0.6162	-1	1	20.233333333333334
607.0	0.1163	-0.0206	0.4079	0.2635	0.5817	-1	1	20.233333333333334
608.0	-0.3497	0.0179	0.0649	0.496	0.6066	-1	1	20.266666666666666
608.0	0.1163	-0.02	0.4071	0.2647	0.5458	-1	1	20.266666666666666
608.0	0.1191	-0.0177	0.3284	0.2464	0.3706	-1	1	20.266666666666666
609.0	-0.3545	0.0144	0.0599	0.4982	0.7257	-1	1	20.3
609.0	0.1152	-0.0146	0.3159	0.251	0.6934	-1	1	20.3
609.0	0.1141	-0.016	0.4027	0.252	0.3275	-1	1	20.3
610.0	-0.3564	0.0182	0.0587	0.5	0.5993	-1	1	20.333333333333332
610.0	0.1171	-0.0079	0.349	0.2559	0.5459	-1	1	20.333333333333332
610.0	0.1131	-0.0093	0.4111	0.3257	0.4723	-1	1	20.333333333333332
610.0	-0.277	0.2607	-0.1144	0.4946	0.4186	-1	1	20.333333333333332
610.0	-0.3564	0.0584	-0.0748	0.2913	0.2987	-1	1	20.333333333333332
611.0	-0.2793	0.2639	-0.114	0.4934	0.7566	-1	1	20.366666666666667
611.0	0.1083	-0.0061	0.4211	0.3353	0.7506	-1	1	20.366666666666667
611.0	-0.3568	0.0163	0.0575	0.3978	0.7084	-1	1	20.366666666666667
612.0	0.107	-0.0028	0.4264	0.3288	0.7873	-1	1	20.4
612.0	-0.2743	0.2679	-0.112	0.4959	0.6732	-1	1	20.4
612.0	-0.3555	0.0149	0.0566	0.4492	0.6688	-1	1	20.4
613.0	0.1083	-0.003	0.4278	0.3316	0.7574	-1	1	20.433333333333334
613.0	-0.3553	0.0135	0.0597	0.4585	0.6725	-1	1	20.433333333333334
613.0	-0.2742	0.2679	-0.1115	0.496	0.6675	-1	1	20.433333333333334
614.0	-0.3493	0.0121	0.0593	0.4971	0.8141	-1	1	20.466666666666665
614.0	0.1118	-0.0029	0.4301	0.3146	0.7076	-1	1	20.466666666666665
615.0	0.121	-0.0057	0.4195	0.3316	0.8206	-1	1	20.5
615.0	-0.3483	0.0111	0.057	0.4983	0.7505	-1	1	20.5
615.0	-0.2667	0.2661	-0.1118	0.4931	0.3993	-1	1	20.5
616.0	0.1056	-0.0024	0.4258	0.3238	0.865	-1	1	20.533333333333335
616.0	-0.3507	0.0111	0.0551	0.5	0.6056	-1	1	20.533333333333335
616.0	-0.2671	0.2688	-0.108	0.4993	0.5495	-1	1	20.533333333333335
617.0	0.104	-0.0019	0.429	0.3303	0.8693	-1	1	20.566666666666666
617.0	-0.3505	0.0096	0.0544	0.5	0.8139	-1	1	20.566666666666666
617.0	-0.2651	0.2692	-0.1104	0.496	0.3179	-1	1	20.566666666666666
618.0	0.1026	-0.0015	0.4292	0.3223	0.8426	-1	1	20.6
618.0	-0.3515	0.0096	0.0572	0.5	0.7789	-1	1	20.6
618.0	-0.2651	0.2674	-0.1113	0.4951	0.3899	-1	1	20.6
619.0	-0.3473	0.1136	-0.2224	0.2991	0.8544	-1	1	20.633333333333333
619.0	0.1099	-0.008	0.4284	0.331	0.8124	-1	1	20.633333333333333
619.0	-0.268	0.2705	-0.0997	0.5	0.7968	-1	1	20.633333333333333
619.0	-0.1628	0.0043	0.0558	0.2481	0.6723	-1	1	20.633333333333333
619.0	-0.169	0.0018	0.0594	0.3609	0.3257	-1	1	20.633333333333333
620.0	-0.3448	0.1068	-0.2084	0.2991	0.882	-1	1	20.666666666666668
620.0	0.1128	-0.0047	0.4295	0.346	0.8291	-1	1	20.666666666666668
620.0	-0.2676	0.2727	-0.1013	0.5	0.7813	-1	1	20.666666666666668
620.0	-0.1382	0.0067	0.0554	0.2331	0.6001	-1	1	20.666666666666668
621.0	0.1096	-0.0053	0.4426	0.3437	0.829	-1	1	20.7
621.0	-0.2705	0.2661	-0.1003	0.5	0.635	-1	1	20.7
621.0	-0.3501	0.0116	0.05	0.3094	0.5664	-1	1	20.7
622.0	0.1156	-0.0046	0.4474	0.3632	0.7768	-1	1	20.733333333333334
622.0	-0.3509	0.0025	0.0503	0.3219	0.6319	-1	1	20.733333333333334
622.0	-0.2678	0.2693	-0.0947	0.5	0.6167	-1	1	20.733333333333334
622.0	-0.3504	0.0026	0.0505	0.4678	0.5511	-1	1	20.733333333333334
623.0	0.1148	-0.0058	0.4467	0.3593	0.7748	-1	1	20.766666666666666
623.0	-0.3509	0.0022	0.0508	0.3139	0.6441	-1	1	20.766666666666666
623.0	-0.2669	0.2695	-0.0944	0.5	0.6392	-1	1	20.766666666666666
623.0	-0.3505	0.0022	0.0513	0.451	0.5528	-1	1	20.766666666666666
624.0	0.1283	-0.0038	0.4479	0.3647	0.7458	-1	1	20.8
624.0	-0.2684	0.2695	-0.0967	0.5	0.6366	-1	1	20.8
624.0	-0.3507	0.0009	0.0523	0.3	0.5716	-1	1	20.8
625.0	-0.2668	0.2738	-0.0971	0.5	0.612	-1	1	20.833333333333332
625.0	-0.3493	0.0022	0.0511	0.3065	0.6103	-1	1	20.833333333333332
625.0	-0.3493	-0.0005	0.051	0.455	0.4067	-1	1	20.833333333333332
625.0	0.1149	0.0023	0.4463	0.3333	0.3399	-1	1	20.833333333333332
625.0	0.121	0.0015	0.3141	0.2929	0.335	-1	1	20.833333333333332
626.0	0.1052	0.0051	0.4466	0.3209	0.485	-1	1	20.866666666666667
626.0	-0.2455	0.2717	-0.0966	0.5	0.4726	-1	1	20.866666666666667
626.0	0.1091	0.0043	0.319	0.3011	0.3443	-1	1	20.866666666666667
626.0	-0.3464	0.065	-0.1338	0.2997	0.3397	-1	1	20.866666666666667
626.0	-0.3481	0.022	0.0601	0.4642	0.3246	-1	1	20.866666666666667
627.0	-0.2372	0.2689	-0.0917	0.5	0.4134	-1	1	20.9
627.0	-0.3424	0.0615	-0.1004	0.2989	0.339	-1	1	20.9
627.0	-0.365	0.0003	0.4433	0.4477	0.3331	-1	1	20.9
628.0	-0.2379	0.2687	-0.0917	0.5	0.416	-1	1	20.933333333333334
628.0	-0.3633	0.0001	0.4434	0.4497	0.3552	-1	1	20.933333333333334
628.0	-0.3423	0.0613	-0.1013	0.2987	0.3139	-1	1	20.933333333333334
629.0	-0.3483	0.0442	-0.1061	0.3024	0.765	-1	1	20.966666666666665
629.0	0.1045	0.0052	0.4431	0.3284	0.6735	-1	1	20.966666666666665
629.0	-0.2514	0.2679	-0.0913	0.5	0.345	-1	1	20.966666666666665
629.0	-0.3462	0.0008	0.074	0.5	0.2624	-1	1	20.966666666666665
630.0	-0.3507	0.0404	-0.0597	0.3035	0.8521	-1	1	21.0
630.0	0.1105	0.007	0.3154	0.3068	0.3858	-1	1	21.0
630.0	0.1057	0.0067	0.4446	0.3788	0.3823	-1	1	21.0
631.0	-0.3528	0.0387	-0.0444	0.305	0.8813	-1	1	21.033333333333335
631.0	0.1151	0.0089	0.3257	0.3112	0.5041	-1	1	21.033333333333335
632.0	-0.3548	0.0395	-0.045	0.3061	0.835	-1	1	21.066666666666666
632.0	-0.3539	0.0438	-0.0467	0.5	0.6584	-1	1	21.066666666666666
632.0	0.1217	0.0092	0.3222	0.3095	0.3955	-1	1	21.066666666666666
633.0	-0.3546	0.0395	-0.045	0.306	0.8378	-1	1	21.1
633.0	-0.3537	0.0438	-0.047	0.5	0.6527	-1	1	21.1
633.0	0.1209	0.0095	0.3221	0.3089	0.4235	-1	1	21.1
634.0	-0.3594	0.0415	-0.0532	0.3107	0.8608	-1	1	21.133333333333333
634.0	0.1116	0.0087	0.4514	0.4058	0.582	-1	1	21.133333333333333
635.0	-0.3596	0.0414	-0.0533	0.3106	0.8608	-1	1	21.166666666666668
635.0	0.1119	0.0086	0.4516	0.4061	0.5433	-1	1	21.166666666666668
636.0	-0.3569	0.0536	-0.0498	0.3089	0.894	-1	1	21.2
636.0	0.1131	0.0045	0.4486	0.3782	0.5102	-1	1	21.2
636.0	-0.2541	0.2881	-0.0816	0.5	0.2984	-1	1	21.2
637.0	-0.3531	0.0584	-0.0381	0.3117	0.8513	-1	1	21.233333333333334
637.0	0.1077	0.0072	0.4455	0.3401	0.6276	-1	1	21.233333333333334
637.0	-0.3527	0.0522	-0.0377	0.5	0.3507	-1	1	21.233333333333334
638.0	-0.3534	0.0582	-0.0376	0.3117	0.8548	-1	1	21.266666666666666
638.0	0.1086	0.0067	0.4458	0.3428	0.6693	-1	1	21.266666666666666
638.0	-0.353	0.0517	-0.0367	0.5	0.3344	-1	1	21.266666666666666
639.0	-0.3569	0.064	-0.0389	0.316	0.8323	-1	1	21.3
639.0	0.1032	-0.0009	0.4456	0.3405	0.7872	-1	1	21.3
639.0	-0.3566	0.0533	-0.0373	0.5	0.516	-1	1	21.3
639.0	-0.2668	0.2906	-0.063	0.5	0.2749	-1	1	21.3
640.0	-0.3625	0.0638	-0.0493	0.3179	0.8667	-1	1	21.333333333333332
640.0	0.1128	-0.0022	0.4495	0.3366	0.7669	-1	1	21.333333333333332
640.0	-0.2672	0.2852	-0.0797	0.5	0.4563	-1	1	21.333333333333332
641.0	-0.3621	0.0619	-0.0497	0.3206	0.878	-1	1	21.366666666666667
641.0	0.1095	-0.0006	0.4499	0.3249	0.5283	-1	1	21.366666666666667
641.0	-0.2655	0.2856	-0.0855	0.5	0.4796	-1	1	21.366666666666667
641.0	0.3772	0.2267	0.4195	0.3095	0.4416	-1	1	21.366666666666667
641.0	0.1109	0.0037	0.3046	0.3185	0.2752	-1	1	21.366666666666667
642.0	-0.3617	0.0688	-0.0518	0.3188	0.863	-1	1	21.4
642.0	0.0952	-0.0049	0.4469	0.325	0.7123	-1	1	21.4
642.0	-0.3623	0.0677	-0.053	0.4738	0.5447	-1	1	21.4
642.0	-0.2665	0.2905	-0.0693	0.5	0.3373	-1	1	21.4
643.0	-0.3614	0.0673	-0.0519	0.3196	0.8554	-1	1	21.433333333333334
643.0	0.0948	-0.0026	0.4465	0.3228	0.5506	-1	1	21.433333333333334
643.0	-0.3618	0.0663	-0.0531	0.4738	0.548	-1	1	21.433333333333334
643.0	-0.2657	0.2922	-0.0673	0.5	0.2897	-1	1	21.433333333333334
644.0	-0.3614	0.0674	-0.0519	0.3198	0.857	-1	1	21.466666666666665
