Blink Start Time,Blink End Time,Blink Duration (seconds),EAR
2024-12-26 15:37:46.921818,,,0.2818675391117423
2024-12-26 15:37:47.019860,,,0.3212215336830167
2024-12-26 15:37:47.057405,,,0.3138300702754968
2024-12-26 15:37:47.092410,,,0.316846176730685
2024-12-26 15:37:47.128411,,,0.3371534584659712
2024-12-26 15:37:47.164958,,,0.34364010161068104
2024-12-26 15:37:47.198955,,,0.3197549166511944
2024-12-26 15:37:47.232488,,,0.3066167664968261
2024-12-26 15:37:47.268494,,,0.3339056947017218
2024-12-26 15:37:47.305545,,,0.3138501823689691
2024-12-26 15:37:47.342023,,,0.32674582228792587
2024-12-26 15:37:47.379018,,,0.3365328637188587
2024-12-26 15:37:47.415021,,,0.31361668926478126
2024-12-26 15:37:47.450475,,,0.3260126234145053
2024-12-26 15:37:47.485457,,,0.31361668926478126
2024-12-26 15:37:47.519480,,,0.30756888688216927
2024-12-26 15:37:47.555978,,,0.3069658440050076
2024-12-26 15:37:47.596246,,,0.32790176890228595
2024-12-26 15:37:47.633592,,,0.3234980585236765
2024-12-26 15:37:47.667591,,,0.3137521465941012
2024-12-26 15:37:47.701608,,,0.32414601451723213
2024-12-26 15:37:47.735156,,,0.31330219789362357
2024-12-26 15:37:47.769241,,,0.3274854702177915
2024-12-26 15:37:47.803153,,,0.3338074011043092
2024-12-26 15:37:47.835773,,,0.3475610946440165
2024-12-26 15:37:47.872772,,,0.32757300224189756
2024-12-26 15:37:47.908774,,,0.31995711151432693
2024-12-26 15:37:47.943287,,,0.3442150372823545
2024-12-26 15:37:47.979286,,,0.33756183068056567
2024-12-26 15:37:48.016287,,,0.31196027472576243
2024-12-26 15:37:48.051848,,,0.31399280357727943
2024-12-26 15:37:48.087447,2024-12-26 15:37:48.206392,0.118945,0.27232126523821526
2024-12-26 15:37:48.206392,,,0.27232126523821526
2024-12-26 15:37:48.241547,,,0.3025610970931803
2024-12-26 15:37:48.276598,,,0.37309851111393055
2024-12-26 15:37:48.321781,,,0.3524079021336876
2024-12-26 15:37:48.356074,,,0.3488499460983465
2024-12-26 15:37:48.389083,,,0.34409994986905157
2024-12-26 15:37:48.422177,,,0.36171242372242285
2024-12-26 15:37:48.454812,,,0.37212005990046815
2024-12-26 15:37:48.487977,,,0.37532368181330333
2024-12-26 15:37:48.521512,,,0.36281553831173297
2024-12-26 15:37:48.555087,,,0.36550844440843744
2024-12-26 15:37:48.591090,,,0.3654201229663967
2024-12-26 15:37:48.628320,,,0.3642672662315867
2024-12-26 15:37:48.662831,,,0.3714605328452194
2024-12-26 15:37:48.695946,,,0.3737537309101392
2024-12-26 15:37:48.728961,,,0.38395781718300726
2024-12-26 15:37:48.760550,,,0.34750090514729604
2024-12-26 15:37:48.793569,,,0.35459007688236877
2024-12-26 15:37:48.826573,,,0.3627624025620358
2024-12-26 15:37:48.860077,,,0.3742231527978248
2024-12-26 15:37:48.894077,,,0.38395781718300726
2024-12-26 15:37:48.930604,,,0.36228885208982786
2024-12-26 15:37:48.964406,,,0.37203546851689284
2024-12-26 15:37:48.997695,,,0.3856589669550824
2024-12-26 15:37:49.031703,,,0.3648436945989917
2024-12-26 15:37:49.066575,,,0.37194565437912047
2024-12-26 15:37:49.101482,,,0.37194565437912047
2024-12-26 15:37:49.135184,,,0.35942072168900807
2024-12-26 15:37:49.168190,,,0.37064282075986055
2024-12-26 15:37:49.200599,,,0.373262060218834
2024-12-26 15:37:49.233700,,,0.3511303820230298
2024-12-26 15:37:49.265824,,,0.3404352223269862
2024-12-26 15:37:49.296932,,,0.3591973225965108
2024-12-26 15:37:49.332035,,,0.3829675092433812
2024-12-26 15:37:49.364399,,,0.37212005990046815
2024-12-26 15:37:49.398361,,,0.3698178505153213
2024-12-26 15:37:49.432468,,,0.2987475360837436
2024-12-26 15:37:49.465429,2024-12-26 15:37:49.532536,0.067107,0.25070698071444864
2024-12-26 15:37:49.532536,,,0.25070698071444864
2024-12-26 15:37:49.572669,,,0.29424363558903543
2024-12-26 15:37:49.606757,,,0.3166179865645797
2024-12-26 15:37:49.643692,,,0.3119074820346077
2024-12-26 15:37:49.678673,,,0.35676236140484796
2024-12-26 15:37:49.713674,,,0.3564079399518617
2024-12-26 15:37:49.749246,,,0.3677242382298224
2024-12-26 15:37:49.850809,,,0.35937236682933205
2024-12-26 15:37:49.883870,,,0.366600790513834
2024-12-26 15:37:49.918401,,,0.35895854444624453
2024-12-26 15:37:49.954653,,,0.34766194058348865
2024-12-26 15:37:49.989786,,,0.33830995104996847
